invoice_number,vendor_id,what_for,amount_usd,invoice_date,approval_path
INV-2026-00005,VEN071,IT support,13064.71,2026-01-27,manager_under_25k
INV-2026-00377,VEN027,corporate travel,18681.47,2026-01-27,manager_under_25k
INV-2026-00528,VEN049,corporate travel,13185.74,2026-01-27,manager_under_25k
INV-2026-00985,VEN066,couriers,4361.59,2026-01-27,manager_under_25k
INV-2026-00995,VEN027,corporate travel,23130.22,2026-01-27,manager_under_25k
INV-2026-01516,VEN026,cloud hosting,24682.18,2026-01-27,manager_under_25k
INV-2026-01710,VEN008,telecoms,35084.76,2026-01-27,cfo_over_25k
INV-2026-01801,VEN050,industrial consumables,21885.82,2026-01-27,manager_under_25k
INV-2026-02098,VEN012,insurance broking,34553.48,2026-01-27,cfo_over_25k
INV-2026-02218,VEN077,corporate travel,15350.99,2026-01-27,manager_under_25k
INV-2026-02427,VEN004,legal advisory,42035.7,2026-01-27,cfo_over_25k
INV-2026-02479,VEN026,cloud hosting,16970.01,2026-01-27,manager_under_25k
INV-2026-02947,VEN032,software licenses,19989.27,2026-01-27,manager_under_25k
INV-2026-00018,VEN033,audit and tax,13935.08,2026-01-28,manager_under_25k
INV-2026-01047,VEN043,utilities,19957.81,2026-01-28,manager_under_25k
INV-2026-02709,VEN063,cloud hosting,18433.8,2026-01-28,manager_under_25k
INV-2026-00303,VEN049,corporate travel,6718.29,2026-01-29,manager_under_25k
INV-2026-00610,VEN002,software licenses,23812.09,2026-01-29,manager_under_25k
INV-2026-01267,VEN005,managed print,7321.35,2026-01-29,manager_under_25k
INV-2026-01489,VEN003,marketing services,21377.59,2026-01-29,manager_under_25k
INV-2026-02393,VEN007,industrial consumables,12418.05,2026-01-29,manager_under_25k
INV-2026-02467,VEN022,legal advisory,26677.45,2026-01-29,cfo_over_25k
INV-2026-00247,VEN060,legal advisory,31776.3,2026-01-30,cfo_over_25k
INV-2026-01246,VEN009,corporate travel,30715.74,2026-01-30,cfo_over_25k
INV-2026-01412,VEN072,marketing services,15023.14,2026-01-30,manager_under_25k
INV-2026-01507,VEN004,legal advisory,46686.96,2026-01-30,cfo_over_25k
INV-2026-01783,VEN010,cloud hosting,23946.22,2026-01-30,manager_under_25k
INV-2026-02132,VEN054,marketing services,17249.7,2026-01-30,manager_under_25k
INV-2026-02678,VEN061,software licenses,25411.68,2026-01-30,cfo_over_25k
INV-2026-00448,VEN006,strategy consulting,108652.9,2026-01-31,cfo_over_25k
INV-2026-00919,VEN012,insurance broking,33751.0,2026-01-31,cfo_over_25k
INV-2026-01002,VEN006,strategy consulting,74058.16,2026-01-31,cfo_over_25k
INV-2026-01145,VEN045,software licenses,24600.9,2026-01-31,manager_under_25k
INV-2026-01341,VEN004,legal advisory,34281.27,2026-01-31,cfo_over_25k
INV-2026-01886,VEN014,cleaning services,9172.25,2026-01-31,manager_under_25k
INV-2026-01897,VEN013,audit and tax,49120.21,2026-01-31,cfo_over_25k
INV-2026-02956,VEN011,market research,13173.77,2026-01-31,manager_under_25k
INV-2026-00034,VEN045,software licenses,11991.17,2026-02-01,manager_under_25k
INV-2026-00647,VEN033,audit and tax,26047.09,2026-02-01,cfo_over_25k
INV-2026-01069,VEN007,industrial consumables,21839.63,2026-02-01,manager_under_25k
INV-2026-02280,VEN049,corporate travel,13432.84,2026-02-01,manager_under_25k
INV-2026-02487,VEN031,managed print,9206.32,2026-02-01,manager_under_25k
INV-2026-02945,VEN072,marketing services,10212.27,2026-02-01,manager_under_25k
INV-2026-00003,VEN003,marketing services,38625.24,2026-02-02,cfo_over_25k
INV-2026-00552,VEN033,audit and tax,19209.34,2026-02-02,manager_under_25k
INV-2026-00597,VEN036,security services,22607.65,2026-02-02,manager_under_25k
INV-2026-00742,VEN079,software licenses,27997.24,2026-02-02,cfo_over_25k
INV-2026-00848,VEN021,training services,20369.25,2026-02-02,manager_under_25k
INV-2026-01143,VEN047,insurance broking,23826.83,2026-02-02,manager_under_25k
INV-2026-02040,VEN067,insurance broking,14627.75,2026-02-02,manager_under_25k
INV-2026-02484,VEN009,corporate travel,38861.31,2026-02-02,cfo_over_25k
INV-2026-02747,VEN079,software licenses,28093.59,2026-02-02,cfo_over_25k
INV-2026-02787,VEN066,couriers,7212.27,2026-02-02,manager_under_25k
INV-2026-01290,VEN075,training services,11236.05,2026-02-03,manager_under_25k
INV-2026-02437,VEN010,cloud hosting,22122.75,2026-02-03,manager_under_25k
INV-2026-02583,VEN008,telecoms,42119.87,2026-02-03,cfo_over_25k
INV-2026-00253,VEN008,telecoms,39448.49,2026-02-04,cfo_over_25k
INV-2026-00609,VEN019,security services,29252.98,2026-02-04,cfo_over_25k
INV-2026-01063,VEN042,audit and tax,19658.16,2026-02-04,manager_under_25k
INV-2026-01910,VEN035,couriers,18316.85,2026-02-04,manager_under_25k
INV-2026-01960,VEN009,corporate travel,37425.82,2026-02-04,cfo_over_25k
INV-2026-02402,VEN028,strategy consulting,28429.96,2026-02-04,cfo_over_25k
INV-2026-00418,VEN048,cleaning services,9864.18,2026-02-05,manager_under_25k
INV-2026-01219,VEN030,cloud hosting,23352.92,2026-02-05,manager_under_25k
INV-2026-02216,VEN062,HR advisory,7091.66,2026-02-05,manager_under_25k
INV-2026-02531,VEN015,fleet lease,25770.45,2026-02-05,cfo_over_25k
INV-2026-02929,VEN079,software licenses,16989.67,2026-02-05,manager_under_25k
INV-2026-00110,VEN016,utilities,70402.07,2026-02-06,manager_under_25k
INV-2026-00337,VEN032,software licenses,27987.83,2026-02-06,cfo_over_25k
INV-2026-00593,VEN054,marketing services,13207.51,2026-02-06,manager_under_25k
INV-2026-01289,VEN032,software licenses,48953.04,2026-02-06,cfo_over_25k
INV-2026-01318,VEN054,marketing services,18287.43,2026-02-06,manager_under_25k
INV-2026-02133,VEN010,cloud hosting,34027.78,2026-02-06,cfo_over_25k
INV-2026-02352,VEN056,training services,16972.73,2026-02-06,manager_under_25k
INV-2026-02541,VEN024,marketing services,18719.9,2026-02-06,manager_under_25k
INV-2026-02615,VEN031,managed print,10562.12,2026-02-06,manager_under_25k
INV-2026-02809,VEN046,legal advisory,35614.04,2026-02-06,cfo_over_25k
INV-2026-00022,VEN080,HR advisory,9739.4,2026-02-07,manager_under_25k
INV-2026-00204,VEN060,legal advisory,30575.06,2026-02-07,cfo_over_25k
INV-2026-01415,VEN030,cloud hosting,29586.91,2026-02-07,cfo_over_25k
INV-2026-01491,VEN028,strategy consulting,26851.07,2026-02-07,cfo_over_25k
INV-2026-01819,VEN045,software licenses,15067.86,2026-02-07,manager_under_25k
INV-2026-02506,VEN038,marketing services,12574.89,2026-02-07,manager_under_25k
INV-2026-02674,VEN042,audit and tax,23310.89,2026-02-07,manager_under_25k
INV-2026-02768,VEN042,audit and tax,26070.2,2026-02-07,cfo_over_25k
INV-2026-00122,VEN044,managed print,11068.45,2026-02-08,manager_under_25k
INV-2026-00162,VEN030,cloud hosting,23963.48,2026-02-08,manager_under_25k
INV-2026-00345,VEN016,utilities,34857.38,2026-02-08,cfo_over_25k
INV-2026-01032,VEN067,insurance broking,8175.02,2026-02-08,manager_under_25k
INV-2026-01313,VEN010,cloud hosting,25228.54,2026-02-08,cfo_over_25k
INV-2026-01727,VEN013,audit and tax,53262.58,2026-02-08,cfo_over_25k
INV-2026-02194,VEN010,cloud hosting,38015.48,2026-02-08,cfo_over_25k
INV-2026-02257,VEN044,managed print,11240.57,2026-02-08,manager_under_25k
INV-2026-02994,VEN006,strategy consulting,89345.61,2026-02-08,cfo_over_25k
INV-2026-00226,VEN013,audit and tax,54636.93,2026-02-09,cfo_over_25k
INV-2026-00458,VEN034,legal advisory,21772.74,2026-02-09,manager_under_25k
INV-2026-00883,VEN054,marketing services,36803.05,2026-02-09,cfo_over_25k
INV-2026-01348,VEN044,managed print,11866.94,2026-02-09,manager_under_25k
INV-2026-01660,VEN028,strategy consulting,38216.99,2026-02-09,cfo_over_25k
INV-2026-01713,VEN028,strategy consulting,28695.33,2026-02-09,cfo_over_25k
INV-2026-01791,VEN060,legal advisory,32046.87,2026-02-09,cfo_over_25k
INV-2026-01922,VEN064,managed print,3872.41,2026-02-09,manager_under_25k
INV-2026-02327,VEN004,legal advisory,30511.93,2026-02-09,cfo_over_25k
INV-2026-00336,VEN006,strategy consulting,66805.87,2026-02-10,cfo_over_25k
INV-2026-01779,VEN045,software licenses,28974.36,2026-02-10,cfo_over_25k
INV-2026-02184,VEN043,utilities,27534.18,2026-02-10,cfo_over_25k
INV-2026-00716,VEN072,marketing services,23528.52,2026-02-11,manager_under_25k
INV-2026-00877,VEN060,legal advisory,18857.63,2026-02-11,manager_under_25k
INV-2026-01041,VEN063,cloud hosting,28170.66,2026-02-11,cfo_over_25k
INV-2026-01121,VEN009,corporate travel,31579.59,2026-02-11,cfo_over_25k
INV-2026-01249,VEN060,legal advisory,31301.14,2026-02-11,cfo_over_25k
INV-2026-01308,VEN032,software licenses,43102.57,2026-02-11,cfo_over_25k
INV-2026-01473,VEN032,software licenses,56734.74,2026-02-11,cfo_over_25k
INV-2026-01637,VEN047,insurance broking,14398.62,2026-02-11,manager_under_25k
INV-2026-02176,VEN024,marketing services,11694.18,2026-02-11,manager_under_25k
INV-2026-02635,VEN080,HR advisory,9481.12,2026-02-11,manager_under_25k
INV-2026-02834,VEN067,insurance broking,16851.16,2026-02-11,manager_under_25k
INV-2026-00361,VEN055,catering,8267.04,2026-02-12,manager_under_25k
INV-2026-00693,VEN070,recruitment,10576.67,2026-02-12,manager_under_25k
INV-2026-00853,VEN051,recruitment,27649.42,2026-02-12,cfo_over_25k
INV-2026-01128,VEN004,legal advisory,60247.89,2026-02-12,cfo_over_25k
INV-2026-01385,VEN016,utilities,65280.16,2026-02-12,cfo_over_25k
INV-2026-01591,VEN011,market research,9486.23,2026-02-12,manager_under_25k
INV-2026-02405,VEN010,cloud hosting,46610.59,2026-02-12,cfo_over_25k
INV-2026-02407,VEN058,security services,7193.54,2026-02-12,manager_under_25k
INV-2026-00114,VEN008,telecoms,18528.23,2026-02-13,manager_under_25k
INV-2026-00137,VEN076,utilities,34317.89,2026-02-13,cfo_over_25k
INV-2026-00598,VEN059,corporate travel,18178.56,2026-02-13,manager_under_25k
INV-2026-01097,VEN016,utilities,24894.93,2026-02-13,manager_under_25k
INV-2026-01295,VEN039,training services,6341.63,2026-02-13,manager_under_25k
INV-2026-01433,VEN074,cleaning services,8139.36,2026-02-13,manager_under_25k
INV-2026-01879,VEN009,corporate travel,13829.35,2026-02-13,manager_under_25k
INV-2026-02314,VEN015,fleet lease,56071.23,2026-02-13,cfo_over_25k
INV-2026-02519,VEN013,audit and tax,29467.2,2026-02-13,cfo_over_25k
INV-2026-02879,VEN073,catering,8721.07,2026-02-13,manager_under_25k
INV-2026-02917,VEN001,office supplies,19823.44,2026-02-13,manager_under_25k
INV-2026-02960,VEN060,legal advisory,25283.21,2026-02-13,cfo_over_25k
INV-2026-00093,VEN061,software licenses,22147.76,2026-02-14,manager_under_25k
INV-2026-00210,VEN040,HR advisory,13098.37,2026-02-14,manager_under_25k
INV-2026-01556,VEN028,strategy consulting,41342.05,2026-02-14,cfo_over_25k
INV-2026-01647,VEN059,corporate travel,15546.09,2026-02-14,manager_under_25k
INV-2026-01842,VEN042,audit and tax,24033.98,2026-02-14,manager_under_25k
INV-2026-02251,VEN027,corporate travel,15445.81,2026-02-14,manager_under_25k
INV-2026-02317,VEN006,strategy consulting,87801.63,2026-02-14,cfo_over_25k
INV-2026-02738,VEN006,strategy consulting,42042.96,2026-02-14,cfo_over_25k
INV-2026-00153,VEN039,training services,5395.78,2026-02-15,manager_under_25k
INV-2026-00244,VEN063,cloud hosting,16453.49,2026-02-15,manager_under_25k
INV-2026-01058,VEN069,audit and tax,16969.49,2026-02-15,manager_under_25k
INV-2026-01154,VEN047,insurance broking,15141.89,2026-02-15,manager_under_25k
INV-2026-02325,VEN016,utilities,64391.41,2026-02-15,cfo_over_25k
INV-2026-02364,VEN010,cloud hosting,40767.35,2026-02-15,cfo_over_25k
INV-2026-02753,VEN018,recruitment,32721.31,2026-02-15,cfo_over_25k
INV-2026-02868,VEN006,strategy consulting,99432.58,2026-02-15,cfo_over_25k
INV-2026-00039,VEN057,marketing services,20310.8,2026-02-16,manager_under_25k
INV-2026-00265,VEN048,cleaning services,7252.48,2026-02-16,manager_under_25k
INV-2026-00300,VEN009,corporate travel,22271.7,2026-02-16,manager_under_25k
INV-2026-00501,VEN006,strategy consulting,53219.56,2026-02-16,cfo_over_25k
INV-2026-01054,VEN013,audit and tax,34905.07,2026-02-16,cfo_over_25k
INV-2026-01098,VEN054,marketing services,19159.8,2026-02-16,manager_under_25k
INV-2026-01467,VEN040,HR advisory,19123.35,2026-02-16,manager_under_25k
INV-2026-01757,VEN048,cleaning services,8338.81,2026-02-16,manager_under_25k
INV-2026-01822,VEN033,audit and tax,13577.99,2026-02-16,manager_under_25k
INV-2026-02024,VEN004,legal advisory,69429.75,2026-02-16,cfo_over_25k
INV-2026-02125,VEN028,strategy consulting,57558.97,2026-02-16,cfo_over_25k
INV-2026-02309,VEN003,marketing services,18532.22,2026-02-16,manager_under_25k
INV-2026-02412,VEN010,cloud hosting,32884.68,2026-02-16,cfo_over_25k
INV-2026-02422,VEN001,office supplies,25709.37,2026-02-16,cfo_over_25k
INV-2026-02485,VEN047,insurance broking,13268.72,2026-02-16,manager_under_25k
INV-2026-00329,VEN038,marketing services,17190.08,2026-02-17,manager_under_25k
INV-2026-00356,VEN022,legal advisory,35379.69,2026-02-17,cfo_over_25k
INV-2026-00573,VEN043,utilities,18002.36,2026-02-17,manager_under_25k
INV-2026-00835,VEN020,catering,8140.01,2026-02-17,manager_under_25k
INV-2026-01260,VEN051,recruitment,18690.57,2026-02-17,manager_under_25k
INV-2026-01703,VEN018,recruitment,38908.61,2026-02-17,cfo_over_25k
INV-2026-01844,VEN001,office supplies,9893.58,2026-02-17,manager_under_25k
INV-2026-02567,VEN033,audit and tax,31040.71,2026-02-17,cfo_over_25k
INV-2026-02909,VEN054,marketing services,29644.03,2026-02-17,cfo_over_25k
INV-2026-00091,VEN001,office supplies,20640.15,2026-02-18,manager_under_25k
INV-2026-00393,VEN015,fleet lease,38051.93,2026-02-18,cfo_over_25k
INV-2026-00441,VEN004,legal advisory,37488.29,2026-02-18,cfo_over_25k
INV-2026-00840,VEN042,audit and tax,29170.59,2026-02-18,cfo_over_25k
INV-2026-00882,VEN042,audit and tax,35245.47,2026-02-18,cfo_over_25k
INV-2026-01150,VEN043,utilities,19041.02,2026-02-18,manager_under_25k
INV-2026-01312,VEN039,training services,14539.82,2026-02-18,manager_under_25k
INV-2026-01417,VEN043,utilities,25964.93,2026-02-18,cfo_over_25k
INV-2026-01652,VEN047,insurance broking,18800.1,2026-02-18,manager_under_25k
INV-2026-02126,VEN028,strategy consulting,21705.47,2026-02-18,manager_under_25k
INV-2026-02588,VEN014,cleaning services,16796.73,2026-02-18,manager_under_25k
INV-2026-02677,VEN019,security services,26833.79,2026-02-18,cfo_over_25k
INV-2026-02831,VEN010,cloud hosting,65266.39,2026-02-18,cfo_over_25k
INV-2026-00255,VEN024,marketing services,25912.99,2026-02-19,cfo_over_25k
INV-2026-00608,VEN014,cleaning services,12480.72,2026-02-19,manager_under_25k
INV-2026-01148,VEN009,corporate travel,15107.53,2026-02-19,manager_under_25k
INV-2026-01430,VEN053,couriers,14941.23,2026-02-19,manager_under_25k
INV-2026-01493,VEN075,training services,6363.93,2026-02-19,manager_under_25k
INV-2026-01593,VEN010,cloud hosting,31835.87,2026-02-19,cfo_over_25k
INV-2026-01921,VEN026,cloud hosting,42416.75,2026-02-19,cfo_over_25k
INV-2026-02069,VEN023,IT support,14684.03,2026-02-19,manager_under_25k
INV-2026-02505,VEN019,security services,15718.35,2026-02-19,manager_under_25k
INV-2026-02535,VEN057,marketing services,20210.85,2026-02-19,manager_under_25k
INV-2026-02685,VEN047,insurance broking,14538.17,2026-02-19,manager_under_25k
INV-2026-02824,VEN056,training services,10428.4,2026-02-19,manager_under_25k
INV-2026-00772,VEN039,training services,15953.05,2026-02-20,manager_under_25k
INV-2026-00779,VEN073,catering,8750.67,2026-02-20,manager_under_25k
INV-2026-01088,VEN018,recruitment,27467.62,2026-02-20,cfo_over_25k
INV-2026-01108,VEN054,marketing services,37252.47,2026-02-20,cfo_over_25k
INV-2026-01408,VEN035,couriers,9571.33,2026-02-20,manager_under_25k
INV-2026-01458,VEN016,utilities,58367.27,2026-02-20,cfo_over_25k
INV-2026-01976,VEN045,software licenses,15387.07,2026-02-20,manager_under_25k
INV-2026-02584,VEN078,legal advisory,30851.06,2026-02-20,cfo_over_25k
INV-2026-00718,VEN014,cleaning services,12511.99,2026-02-21,manager_under_25k
INV-2026-00884,VEN059,corporate travel,11225.24,2026-02-21,manager_under_25k
INV-2026-01001,VEN046,legal advisory,40211.59,2026-02-21,cfo_over_25k
INV-2026-01072,VEN023,IT support,27277.7,2026-02-21,cfo_over_25k
INV-2026-01548,VEN079,software licenses,28231.97,2026-02-21,cfo_over_25k
INV-2026-01604,VEN016,utilities,46555.25,2026-02-21,cfo_over_25k
INV-2026-01933,VEN041,translation services,5384.86,2026-02-21,manager_under_25k
INV-2026-02301,VEN011,market research,7276.01,2026-02-21,manager_under_25k
INV-2026-02328,VEN027,corporate travel,19247.4,2026-02-21,manager_under_25k
INV-2026-02559,VEN063,cloud hosting,11553.25,2026-02-21,manager_under_25k
INV-2026-02955,VEN014,cleaning services,10556.23,2026-02-21,manager_under_25k
INV-2026-00115,VEN006,strategy consulting,91814.32,2026-02-22,manager_under_25k
INV-2026-00421,VEN025,office supplies,4037.46,2026-02-22,manager_under_25k
INV-2026-00651,VEN064,managed print,8520.54,2026-02-22,manager_under_25k
INV-2026-01091,VEN051,recruitment,15180.95,2026-02-22,manager_under_25k
INV-2026-01659,VEN061,software licenses,16734.43,2026-02-22,manager_under_25k
INV-2026-01996,VEN002,software licenses,20763.91,2026-02-22,manager_under_25k
INV-2026-02055,VEN013,audit and tax,51127.73,2026-02-22,cfo_over_25k
INV-2026-02294,VEN013,audit and tax,43740.34,2026-02-22,cfo_over_25k
INV-2026-02620,VEN007,industrial consumables,21294.08,2026-02-22,manager_under_25k
INV-2026-02718,VEN026,cloud hosting,39263.39,2026-02-22,cfo_over_25k
INV-2026-02794,VEN007,industrial consumables,14994.46,2026-02-22,manager_under_25k
INV-2026-00053,VEN015,fleet lease,32939.51,2026-02-23,cfo_over_25k
INV-2026-00413,VEN045,software licenses,24866.93,2026-02-23,manager_under_25k
INV-2026-00756,VEN003,marketing services,37500.72,2026-02-23,cfo_over_25k
INV-2026-01101,VEN016,utilities,70337.8,2026-02-23,cfo_over_25k
INV-2026-01147,VEN009,corporate travel,35551.99,2026-02-23,cfo_over_25k
INV-2026-01214,VEN051,recruitment,27027.28,2026-02-23,cfo_over_25k
INV-2026-00055,VEN024,marketing services,27555.92,2026-02-24,cfo_over_25k
INV-2026-00239,VEN046,legal advisory,33333.38,2026-02-24,cfo_over_25k
INV-2026-00543,VEN073,catering,4441.35,2026-02-24,manager_under_25k
INV-2026-02810,VEN013,audit and tax,46528.92,2026-02-24,cfo_over_25k
INV-2026-02885,VEN032,software licenses,27071.89,2026-02-24,cfo_over_25k
INV-2026-00344,VEN014,cleaning services,9375.14,2026-02-25,manager_under_25k
INV-2026-00417,VEN016,utilities,75187.71,2026-02-25,cfo_over_25k
INV-2026-00699,VEN059,corporate travel,8735.26,2026-02-25,manager_under_25k
INV-2026-01141,VEN007,industrial consumables,15307.28,2026-02-25,manager_under_25k
INV-2026-01285,VEN046,legal advisory,38759.36,2026-02-25,cfo_over_25k
INV-2026-01431,VEN016,utilities,60395.27,2026-02-25,cfo_over_25k
INV-2026-00275,VEN046,legal advisory,18431.86,2026-02-26,manager_under_25k
INV-2026-02247,VEN030,cloud hosting,17225.91,2026-02-26,manager_under_25k
INV-2026-02527,VEN029,HR advisory,22053.19,2026-02-26,manager_under_25k
INV-2026-02761,VEN010,cloud hosting,39115.22,2026-02-26,cfo_over_25k
INV-2026-02864,VEN049,corporate travel,13968.9,2026-02-26,manager_under_25k
INV-2026-02939,VEN051,recruitment,15319.94,2026-02-26,manager_under_25k
INV-2026-00444,VEN015,fleet lease,48162.96,2026-02-27,cfo_over_25k
INV-2026-00471,VEN053,couriers,11017.27,2026-02-27,manager_under_25k
INV-2026-00809,VEN067,insurance broking,20057.28,2026-02-27,manager_under_25k
INV-2026-01033,VEN018,recruitment,37671.38,2026-02-27,cfo_over_25k
INV-2026-02026,VEN052,IT support,20756.38,2026-02-27,manager_under_25k
INV-2026-02324,VEN003,marketing services,43205.06,2026-02-27,cfo_over_25k
INV-2026-02707,VEN006,strategy consulting,107866.85,2026-02-27,cfo_over_25k
INV-2026-02986,VEN015,fleet lease,53813.43,2026-02-27,cfo_over_25k
INV-2026-00561,VEN009,corporate travel,19196.35,2026-02-28,manager_under_25k
INV-2026-01212,VEN013,audit and tax,40551.37,2026-02-28,cfo_over_25k
INV-2026-01456,VEN066,couriers,5613.09,2026-02-28,manager_under_25k
INV-2026-01654,VEN006,strategy consulting,117464.04,2026-02-28,cfo_over_25k
INV-2026-01675,VEN012,insurance broking,31529.09,2026-02-28,cfo_over_25k
INV-2026-01948,VEN019,security services,27709.37,2026-02-28,cfo_over_25k
INV-2026-02555,VEN006,strategy consulting,62856.3,2026-02-28,cfo_over_25k
INV-2026-00343,VEN079,software licenses,14118.23,2026-03-01,manager_under_25k
INV-2026-00445,VEN044,managed print,9256.06,2026-03-01,manager_under_25k
INV-2026-00500,VEN050,industrial consumables,9372.4,2026-03-01,manager_under_25k
INV-2026-01238,VEN013,audit and tax,50431.68,2026-03-01,cfo_over_25k
INV-2026-01589,VEN013,audit and tax,49149.97,2026-03-01,cfo_over_25k
INV-2026-01714,VEN004,legal advisory,28082.04,2026-03-01,cfo_over_25k
INV-2026-02371,VEN007,industrial consumables,16842.26,2026-03-01,manager_under_25k
INV-2026-02895,VEN037,catering,5334.81,2026-03-01,manager_under_25k
INV-2026-00007,VEN040,HR advisory,13144.28,2026-03-02,manager_under_25k
INV-2026-00676,VEN036,security services,10411.07,2026-03-02,manager_under_25k
INV-2026-01020,VEN052,IT support,8475.01,2026-03-02,manager_under_25k
INV-2026-01272,VEN054,marketing services,20690.81,2026-03-02,manager_under_25k
INV-2026-01776,VEN069,audit and tax,21754.54,2026-03-02,manager_under_25k
INV-2026-02492,VEN078,legal advisory,14456.81,2026-03-02,manager_under_25k
INV-2026-02766,VEN006,strategy consulting,58527.43,2026-03-02,cfo_over_25k
INV-2026-00465,VEN003,marketing services,25284.1,2026-03-03,cfo_over_25k
INV-2026-00612,VEN063,cloud hosting,15274.39,2026-03-03,manager_under_25k
INV-2026-02207,VEN051,recruitment,14655.5,2026-03-03,manager_under_25k
INV-2026-02307,VEN022,legal advisory,36378.18,2026-03-03,cfo_over_25k
INV-2026-02441,VEN047,insurance broking,15294.06,2026-03-03,manager_under_25k
INV-2026-02538,VEN023,IT support,12204.71,2026-03-03,manager_under_25k
INV-2026-02914,VEN038,marketing services,22041.6,2026-03-03,manager_under_25k
INV-2026-02924,VEN006,strategy consulting,52186.68,2026-03-03,cfo_over_25k
INV-2026-01043,VEN051,recruitment,29445.12,2026-03-04,cfo_over_25k
INV-2026-01221,VEN035,couriers,14891.4,2026-03-04,manager_under_25k
INV-2026-00834,VEN024,marketing services,12709.53,2026-03-05,manager_under_25k
INV-2026-01093,VEN019,security services,20691.6,2026-03-05,manager_under_25k
INV-2026-01392,VEN004,legal advisory,26856.9,2026-03-05,cfo_over_25k
INV-2026-01941,VEN047,insurance broking,12588.85,2026-03-05,manager_under_25k
INV-2026-02090,VEN016,utilities,62442.51,2026-03-05,cfo_over_25k
INV-2026-02336,VEN002,software licenses,15765.53,2026-03-05,manager_under_25k
INV-2026-02421,VEN018,recruitment,25778.71,2026-03-05,cfo_over_25k
INV-2026-02760,VEN040,HR advisory,12873.02,2026-03-05,manager_under_25k
INV-2026-00325,VEN003,marketing services,37716.29,2026-03-06,cfo_over_25k
INV-2026-00439,VEN056,training services,17809.82,2026-03-06,manager_under_25k
INV-2026-01051,VEN027,corporate travel,12297.65,2026-03-06,manager_under_25k
INV-2026-01422,VEN004,legal advisory,62317.42,2026-03-06,cfo_over_25k
INV-2026-02979,VEN022,legal advisory,23064.57,2026-03-06,manager_under_25k
INV-2026-00012,VEN062,HR advisory,8262.08,2026-03-07,manager_under_25k
INV-2026-00842,VEN068,industrial consumables,14674.57,2026-03-07,manager_under_25k
INV-2026-01812,VEN047,insurance broking,25203.12,2026-03-07,cfo_over_25k
INV-2026-02150,VEN027,corporate travel,8782.78,2026-03-07,manager_under_25k
INV-2026-02228,VEN012,insurance broking,27932.09,2026-03-07,cfo_over_25k
INV-2026-02453,VEN033,audit and tax,18617.64,2026-03-07,manager_under_25k
INV-2026-00466,VEN005,managed print,6168.96,2026-03-08,manager_under_25k
INV-2026-01512,VEN016,utilities,26327.08,2026-03-08,cfo_over_25k
INV-2026-01903,VEN033,audit and tax,12418.57,2026-03-08,manager_under_25k
INV-2026-02042,VEN026,cloud hosting,14474.97,2026-03-08,manager_under_25k
INV-2026-02105,VEN020,catering,13378.31,2026-03-08,manager_under_25k
INV-2026-02828,VEN077,corporate travel,5953.24,2026-03-08,manager_under_25k
INV-2026-00734,VEN065,office supplies,10907.2,2026-03-09,manager_under_25k
INV-2026-00786,VEN036,security services,19344.19,2026-03-09,manager_under_25k
INV-2026-01500,VEN006,strategy consulting,72470.06,2026-03-09,cfo_over_25k
INV-2026-01937,VEN078,legal advisory,33642.27,2026-03-09,cfo_over_25k
INV-2026-02010,VEN009,corporate travel,39124.81,2026-03-09,cfo_over_25k
INV-2026-02206,VEN030,cloud hosting,23317.5,2026-03-09,manager_under_25k
INV-2026-02791,VEN028,strategy consulting,40025.32,2026-03-09,cfo_over_25k
INV-2026-02993,VEN022,legal advisory,35889.04,2026-03-09,cfo_over_25k
INV-2026-00085,VEN007,industrial consumables,20964.83,2026-03-10,manager_under_25k
INV-2026-00599,VEN073,catering,4126.71,2026-03-10,manager_under_25k
INV-2026-00751,VEN040,HR advisory,16420.34,2026-03-10,manager_under_25k
INV-2026-00991,VEN018,recruitment,39485.78,2026-03-10,cfo_over_25k
INV-2026-01106,VEN040,HR advisory,16627.91,2026-03-10,manager_under_25k
INV-2026-01979,VEN018,recruitment,37820.92,2026-03-10,cfo_over_25k
INV-2026-02245,VEN018,recruitment,25132.67,2026-03-10,cfo_over_25k
INV-2026-02833,VEN054,marketing services,28704.32,2026-03-10,cfo_over_25k
INV-2026-00060,VEN013,audit and tax,36487.2,2026-03-11,cfo_over_25k
INV-2026-00075,VEN069,audit and tax,19570.11,2026-03-11,manager_under_25k
INV-2026-00740,VEN030,cloud hosting,27465.5,2026-03-11,cfo_over_25k
INV-2026-01498,VEN059,corporate travel,21284.19,2026-03-11,manager_under_25k
INV-2026-01535,VEN076,utilities,27030.77,2026-03-11,cfo_over_25k
INV-2026-01856,VEN062,HR advisory,6718.59,2026-03-11,manager_under_25k
INV-2026-02068,VEN018,recruitment,20926.08,2026-03-11,manager_under_25k
INV-2026-02137,VEN022,legal advisory,33335.68,2026-03-11,cfo_over_25k
INV-2026-02652,VEN013,audit and tax,19906.16,2026-03-11,manager_under_25k
INV-2026-00119,VEN013,audit and tax,36770.27,2026-03-12,cfo_over_25k
INV-2026-00310,VEN043,utilities,42061.84,2026-03-12,cfo_over_25k
INV-2026-00745,VEN010,cloud hosting,30270.47,2026-03-12,cfo_over_25k
INV-2026-00920,VEN017,translation services,8890.81,2026-03-12,manager_under_25k
INV-2026-02808,VEN028,strategy consulting,58492.71,2026-03-12,cfo_over_25k
