po_number,supplier_id,item,units,total_usd,po_date
PO-DM-00405,SUP011,steel sheets,991,1158716.84,2025-10-18
PO-DM-00595,SUP007,stamped clip,69,418.14,2025-10-18
PO-DM-00764,SUP043,molded part A,331,4607.52,2025-10-18
PO-DM-00776,SUP022,plastic pellets,1456,2912.0,2025-10-18
PO-DM-00832,SUP049,brass connector,610,11205.7,2025-10-18
PO-DM-00991,SUP015,memory chip 8GB,196,2867.48,2025-10-18
PO-DM-01712,SUP037,plastic resin,1011,1789.47,2025-10-18
PO-DM-01864,SUP027,powder-coated steel coil,809,1186301.42,2025-10-18
PO-DM-01976,SUP035,precision shaft,156,23061.48,2025-10-18
PO-DM-02237,SUP011,steel sheets,1236,1275589.08,2025-10-18
PO-DM-00141,SUP031,steel coil,1019,1221842.14,2025-10-19
PO-DM-00364,SUP029,chip B,1004,12449.6,2025-10-19
PO-DM-00880,SUP023,composite panel,674,185087.14,2025-10-19
PO-DM-01359,SUP006,plastic resin,1413,2515.14,2025-10-19
PO-DM-01954,SUP044,forged hub,920,213817.2,2025-10-19
PO-DM-00127,SUP042,machined bracket,1209,64125.36,2025-10-20
PO-DM-00453,SUP015,memory chip 8GB,520,8309.6,2025-10-20
PO-DM-00506,SUP038,PCB assembly type A,1075,166141.25,2025-10-20
PO-DM-00638,SUP004,chip B,98,995.68,2025-10-20
PO-DM-00971,SUP038,PCB assembly type B,1157,143363.87,2025-10-20
PO-DM-02154,SUP044,forged hub,290,80083.5,2025-10-20
PO-DM-02184,SUP041,composite tube,666,156463.38,2025-10-20
PO-DM-02328,SUP011,steel plate,1081,801831.75,2025-10-20
PO-DM-02418,SUP002,aluminum sheet,703,93393.55,2025-10-20
PO-DM-00279,SUP021,stamped bracket,1136,24015.04,2025-10-21
PO-DM-00745,SUP033,casting bracket,917,140007.56,2025-10-21
PO-DM-00694,SUP048,steel coil,1059,1426261.2,2025-10-22
PO-DM-02227,SUP011,steel plate,737,649333.85,2025-10-22
PO-DM-02244,SUP016,bearing 6204,152,1597.52,2025-10-22
PO-DM-00345,SUP031,steel coil,965,935142.9,2025-10-23
PO-DM-00554,SUP027,powder-coated steel coil,1252,1537430.96,2025-10-23
PO-DM-00908,SUP022,plastic pellets,506,789.36,2025-10-23
PO-DM-01059,SUP031,steel plate,1278,1121061.6,2025-10-23
PO-DM-01925,SUP026,gear set B,1120,255808.0,2025-10-23
PO-DM-02121,SUP031,steel plate,983,850904.46,2025-10-23
PO-DM-02281,SUP013,forged steel hub,407,107834.65,2025-10-23
PO-DM-00492,SUP004,chip A,1319,12016.09,2025-10-24
PO-DM-00515,SUP016,bearing 6206,261,3228.57,2025-10-24
PO-DM-00662,SUP021,stamped clip,1449,13635.09,2025-10-24
PO-DM-01101,SUP035,precision shaft,760,112806.8,2025-10-24
PO-DM-02384,SUP027,galvanized steel sheet,142,153289.0,2025-10-24
PO-DM-01066,SUP040,aluminum profile,243,15129.18,2025-10-25
PO-DM-01391,SUP001,steel coil,909,1123805.79,2025-10-25
PO-DM-01447,SUP011,steel sheets,926,898960.8,2025-10-25
PO-DM-01526,SUP019,brass sheet,1063,99571.21,2025-10-25
PO-DM-02014,SUP011,steel sheets,1331,1511443.67,2025-10-25
PO-DM-02415,SUP031,steel coil,1340,1509496.6,2025-10-25
PO-DM-00206,SUP042,machined bracket,535,21507.0,2025-10-26
PO-DM-00561,SUP003,plastic pellets,973,1615.18,2025-10-26
PO-DM-00584,SUP034,machined component B,1350,152725.5,2025-10-26
PO-DM-00667,SUP008,machined bracket,833,44165.66,2025-10-26
PO-DM-00803,SUP020,circlip 12mm,421,96.83,2025-10-26
PO-DM-00873,SUP035,precision shaft,1485,244772.55,2025-10-26
PO-DM-00891,SUP031,steel coil,1032,1195344.96,2025-10-26
PO-DM-01215,SUP013,forged steel hub,51,13899.54,2025-10-26
PO-DM-01273,SUP013,forged steel arm,298,65384.18,2025-10-26
PO-DM-01722,SUP040,aluminum profile,793,48047.87,2025-10-26
PO-DM-01928,SUP048,steel plate,1180,927975.6,2025-10-26
PO-DM-02170,SUP005,casting bracket,929,135039.44,2025-10-26
PO-DM-02304,SUP007,stamped clip,564,5143.68,2025-10-26
PO-DM-00534,SUP026,gear set B,1163,133489.14,2025-10-27
PO-DM-00735,SUP041,composite panel,117,39625.56,2025-10-27
PO-DM-00903,SUP007,stamped bracket,1110,29648.1,2025-10-27
PO-DM-01418,SUP003,plastic resin,1114,1737.84,2025-10-27
PO-DM-01580,SUP013,forged steel arm,1428,330367.8,2025-10-27
PO-DM-01870,SUP001,steel plate,709,501014.85,2025-10-27
PO-DM-00129,SUP001,steel coil,1053,1050356.97,2025-10-28
PO-DM-00239,SUP002,aluminum profile,1025,89072.5,2025-10-28
PO-DM-00301,SUP030,plastic pellets,1091,1560.13,2025-10-28
PO-DM-00388,SUP001,steel sheets,1217,1273760.88,2025-10-28
PO-DM-00993,SUP027,powder-coated steel coil,605,939462.15,2025-10-28
PO-DM-01843,SUP035,precision shaft,1028,85786.6,2025-10-28
PO-DM-01936,SUP023,composite panel,724,279789.8,2025-10-28
PO-DM-01992,SUP031,steel sheets,728,710673.6,2025-10-28
PO-DM-02049,SUP022,plastic resin,1489,2233.5,2025-10-28
PO-DM-02104,SUP025,vac-formed housing,177,7164.96,2025-10-28
PO-DM-02344,SUP010,aluminum gear housing,129,27193.2,2025-10-28
PO-DM-02370,SUP010,aluminum casting body,723,73456.8,2025-10-28
PO-DM-00011,SUP043,molded part B,619,7081.36,2025-10-29
PO-DM-00212,SUP030,plastic pellets,952,1075.76,2025-10-29
PO-DM-00306,SUP036,wireform clip,946,813.56,2025-10-29
PO-DM-00628,SUP001,steel sheets,550,476349.5,2025-10-29
PO-DM-00680,SUP032,M8 bolt pack,277,227.14,2025-10-29
PO-DM-01887,SUP023,composite tube,917,223683.81,2025-10-29
PO-DM-02119,SUP048,steel plate,79,66999.9,2025-10-29
PO-DM-02228,SUP050,plastic pellets,1408,2168.32,2025-10-29
PO-DM-00214,SUP004,chip A,1154,12128.54,2025-10-30
PO-DM-00387,SUP016,bearing 6206,799,18129.31,2025-10-30
PO-DM-01336,SUP022,plastic pellets,155,186.0,2025-10-30
PO-DM-01445,SUP011,steel sheets,1259,1090029.61,2025-10-30
PO-DM-01956,SUP031,steel plate,510,392664.3,2025-10-30
PO-DM-01998,SUP023,composite tube,1197,448910.91,2025-10-30
PO-DM-00122,SUP024,aluminum bracket,1002,65099.94,2025-10-31
PO-DM-00582,SUP014,iron casting bracket,1472,258394.88,2025-10-31
PO-DM-00597,SUP007,stamped bracket,259,3998.96,2025-10-31
PO-DM-01227,SUP012,plastic resin,1213,2401.74,2025-10-31
PO-DM-01483,SUP043,molded part A,793,6938.75,2025-10-31
PO-DM-01543,SUP044,forged hub,785,177786.8,2025-10-31
PO-DM-01545,SUP009,resistor pack,234,39.78,2025-10-31
PO-DM-02470,SUP009,resistor pack,1246,211.82,2025-10-31
PO-DM-00060,SUP003,plastic pellets,190,359.1,2025-11-01
PO-DM-00477,SUP018,casting bracket,705,108570.0,2025-11-01
PO-DM-00902,SUP007,stamped clip,524,3406.0,2025-11-01
PO-DM-01240,SUP004,chip C,359,6673.81,2025-11-01
PO-DM-01621,SUP044,forged shaft,489,72372.0,2025-11-01
PO-DM-00312,SUP043,molded part A,1363,12008.03,2025-11-02
PO-DM-00737,SUP014,iron casting body,1445,234740.25,2025-11-02
PO-DM-01030,SUP026,gear set B,1459,273577.09,2025-11-02
PO-DM-01341,SUP021,stamped clip,617,3973.48,2025-11-02
PO-DM-01372,SUP012,plastic resin,925,1702.0,2025-11-02
PO-DM-02068,SUP014,iron casting bracket,387,44052.21,2025-11-02
PO-DM-02358,SUP022,plastic resin,467,835.93,2025-11-02
PO-DM-02461,SUP034,machined component B,1120,96084.8,2025-11-02
PO-DM-00317,SUP021,stamped bracket,840,23452.8,2025-11-03
PO-DM-01388,SUP043,molded part B,1471,23271.22,2025-11-03
PO-DM-01629,SUP010,aluminum casting body,291,34422.39,2025-11-03
PO-DM-00404,SUP006,plastic pellets,1406,2151.18,2025-11-04
PO-DM-01313,SUP007,stamped bracket,894,23404.92,2025-11-04
PO-DM-01438,SUP050,plastic resin,835,1619.9,2025-11-04
PO-DM-02152,SUP048,steel sheets,480,523473.6,2025-11-04
PO-DM-01731,SUP003,plastic resin,438,713.94,2025-11-05
PO-DM-01742,SUP042,machined housing,497,48477.38,2025-11-05
PO-DM-01859,SUP002,aluminum profile,213,16526.67,2025-11-05
PO-DM-01865,SUP050,plastic resin,789,1735.8,2025-11-05
PO-DM-02479,SUP011,steel sheets,543,568005.15,2025-11-05
PO-DM-00006,SUP009,capacitor pack,739,125.63,2025-11-06
PO-DM-00134,SUP007,stamped clip,1217,13240.96,2025-11-06
PO-DM-01151,SUP002,aluminum sheet,711,77847.39,2025-11-06
PO-DM-01416,SUP017,polypropylene resin,420,873.6,2025-11-06
PO-DM-01957,SUP041,composite tube,154,40739.16,2025-11-06
PO-DM-00188,SUP001,steel plate,1018,999767.62,2025-11-07
PO-DM-00448,SUP048,steel plate,910,773299.8,2025-11-07
PO-DM-00846,SUP022,plastic pellets,1469,2497.3,2025-11-07
PO-DM-00958,SUP042,machined housing,288,26841.6,2025-11-07
PO-DM-00979,SUP034,machined component A,1187,56133.23,2025-11-07
PO-DM-01380,SUP018,casting body,458,70935.04,2025-11-07
PO-DM-01702,SUP031,steel plate,156,127603.32,2025-11-07
PO-DM-01882,SUP043,molded part A,1368,10164.24,2025-11-07
PO-DM-02334,SUP001,steel plate,836,750845.04,2025-11-07
PO-DM-00205,SUP031,steel coil,668,694486.2,2025-11-08
PO-DM-00287,SUP030,plastic resin,1309,2761.99,2025-11-08
PO-DM-00558,SUP021,stamped clip,1271,9024.1,2025-11-08
PO-DM-00562,SUP048,steel coil,329,341439.49,2025-11-08
PO-DM-00665,SUP021,stamped clip,174,1165.8,2025-11-08
PO-DM-00773,SUP031,steel coil,689,694525.78,2025-11-08
PO-DM-01135,SUP017,ABS resin,224,497.28,2025-11-08
PO-DM-01202,SUP029,chip C,375,8152.5,2025-11-08
PO-DM-01276,SUP030,plastic resin,1185,1718.25,2025-11-08
PO-DM-01486,SUP031,steel plate,540,432642.6,2025-11-08
PO-DM-01512,SUP048,steel coil,1456,1522248.0,2025-11-08
PO-DM-02024,SUP034,machined component A,1285,43677.15,2025-11-08
PO-DM-01654,SUP026,gear set B,1091,226720.71,2025-11-09
PO-DM-01768,SUP027,galvanized steel sheet,432,487987.2,2025-11-09
PO-DM-02044,SUP004,chip B,311,3082.01,2025-11-09
PO-DM-00329,SUP024,aluminum housing,1012,54567.04,2025-11-10
PO-DM-00467,SUP024,aluminum housing,1191,116360.7,2025-11-10
PO-DM-00672,SUP007,stamped bracket,499,11007.94,2025-11-10
PO-DM-00708,SUP019,copper bar,236,80525.56,2025-11-10
PO-DM-01117,SUP021,stamped clip,1380,12406.2,2025-11-10
PO-DM-00504,SUP004,chip A,1210,12511.4,2025-11-11
PO-DM-00512,SUP009,resistor pack,1348,134.8,2025-11-11
PO-DM-01478,SUP027,powder-coated steel coil,724,1107415.92,2025-11-11
PO-DM-01772,SUP003,plastic pellets,1029,1821.33,2025-11-11
PO-DM-01942,SUP044,forged hub,701,190279.44,2025-11-11
PO-DM-02138,SUP041,composite tube,313,115146.44,2025-11-11
PO-DM-02276,SUP004,chip B,986,9465.6,2025-11-11
PO-DM-00876,SUP001,steel sheets,1142,1058576.9,2025-11-12
PO-DM-01020,SUP011,steel sheets,164,154697.92,2025-11-12
PO-DM-01191,SUP001,steel coil,160,158200.0,2025-11-12
PO-DM-01196,SUP004,chip C,578,12213.14,2025-11-12
PO-DM-01569,SUP026,gear set A,653,89421.82,2025-11-12
PO-DM-01764,SUP025,vac-formed housing,830,19007.0,2025-11-12
PO-DM-01896,SUP032,M8 bolt pack,416,345.28,2025-11-12
PO-DM-01898,SUP015,memory chip 8GB,763,15305.78,2025-11-12
PO-DM-02274,SUP002,aluminum sheet,802,107002.84,2025-11-12
PO-DM-02439,SUP027,galvanized steel sheet,245,329365.75,2025-11-12
PO-DM-00390,SUP009,capacitor pack,313,100.16,2025-11-13
PO-DM-00646,SUP007,stamped clip,695,9319.95,2025-11-13
PO-DM-00879,SUP003,plastic resin,60,125.4,2025-11-13
PO-DM-01076,SUP031,steel sheets,153,166122.81,2025-11-13
PO-DM-01100,SUP001,steel plate,674,561731.82,2025-11-13
PO-DM-01488,SUP003,plastic resin,956,1787.72,2025-11-13
PO-DM-01781,SUP013,forged steel hub,1480,371450.4,2025-11-13
PO-DM-02137,SUP024,aluminum housing,444,46824.24,2025-11-13
PO-DM-02185,SUP014,iron casting bracket,1061,162184.46,2025-11-13
PO-DM-02258,SUP029,chip C,650,8151.0,2025-11-13
PO-DM-00017,SUP006,plastic pellets,485,819.65,2025-11-14
PO-DM-00316,SUP040,aluminum sheet,104,11771.76,2025-11-14
PO-DM-00522,SUP006,plastic resin,327,578.79,2025-11-14
PO-DM-00548,SUP029,chip A,1361,13106.43,2025-11-14
PO-DM-00661,SUP001,steel plate,937,963863.79,2025-11-14
PO-DM-00681,SUP048,steel coil,1492,2049814.04,2025-11-14
PO-DM-01125,SUP041,composite panel,553,196237.58,2025-11-14
PO-DM-01622,SUP031,steel coil,1254,1506731.16,2025-11-14
PO-DM-01966,SUP001,steel plate,562,444227.28,2025-11-14
PO-DM-01970,SUP006,plastic resin,633,917.85,2025-11-14
PO-DM-00612,SUP008,machined bracket,173,10096.28,2025-11-15
PO-DM-00707,SUP048,steel coil,286,311385.36,2025-11-15
PO-DM-00997,SUP001,steel coil,1173,1142760.06,2025-11-15
PO-DM-00079,SUP048,steel coil,769,952537.23,2025-11-16
PO-DM-00097,SUP017,polypropylene resin,1476,2612.52,2025-11-16
PO-DM-00799,SUP013,forged steel arm,424,66118.56,2025-11-16
PO-DM-01246,SUP035,precision shaft,157,15191.32,2025-11-16
PO-DM-01788,SUP031,steel plate,995,848197.7,2025-11-16
PO-DM-01973,SUP023,composite panel,715,296925.2,2025-11-16
PO-DM-02161,SUP019,copper bar,943,294951.54,2025-11-16
PO-DM-00428,SUP044,forged shaft,1105,146556.15,2025-11-17
PO-DM-00657,SUP003,plastic resin,505,787.8,2025-11-17
PO-DM-00940,SUP017,polypropylene resin,255,420.75,2025-11-17
PO-DM-01602,SUP033,casting body,223,37254.38,2025-11-17
PO-DM-01982,SUP029,chip A,519,3882.12,2025-11-17
PO-DM-00173,SUP011,steel coil,287,397948.46,2025-11-18
PO-DM-00725,SUP020,circlip 12mm,126,18.9,2025-11-18
PO-DM-00813,SUP001,steel sheets,1177,1265463.32,2025-11-18
PO-DM-00856,SUP022,plastic resin,901,1847.05,2025-11-18
PO-DM-01907,SUP011,steel coil,354,436177.56,2025-11-18
PO-DM-02211,SUP013,forged steel arm,447,80978.52,2025-11-18
PO-DM-02286,SUP048,steel coil,1247,1531141.42,2025-11-18
PO-DM-00112,SUP020,circlip 12mm,738,177.12,2025-11-19
PO-DM-00493,SUP009,resistor pack,211,25.32,2025-11-19
PO-DM-00547,SUP011,steel coil,996,1050112.68,2025-11-19
PO-DM-01330,SUP048,steel coil,333,447348.87,2025-11-19
PO-DM-01429,SUP048,steel coil,1024,1280000.0,2025-11-19
PO-DM-00731,SUP027,galvanized steel sheet,434,532383.46,2025-11-20
PO-DM-02297,SUP006,plastic resin,60,109.8,2025-11-20
PO-DM-00087,SUP034,machined component B,1088,92197.12,2025-11-21
PO-DM-00191,SUP002,aluminum sheet,81,11161.8,2025-11-21
PO-DM-01044,SUP035,precision shaft,1305,141344.55,2025-11-21
PO-DM-02421,SUP001,steel coil,1089,1139965.2,2025-11-21
PO-DM-00187,SUP043,molded part A,1221,9560.43,2025-11-22
PO-DM-00402,SUP011,steel sheets,895,977053.6,2025-11-22
PO-DM-00577,SUP049,brass connector,327,8959.8,2025-11-22
PO-DM-00919,SUP007,stamped clip,1036,7624.96,2025-11-22
PO-DM-01350,SUP043,molded part A,1114,11641.3,2025-11-22
PO-DM-02422,SUP001,steel coil,585,733443.75,2025-11-22
PO-DM-00485,SUP048,steel plate,149,149855.26,2025-11-23
PO-DM-00516,SUP024,aluminum housing,838,42830.18,2025-11-23
PO-DM-01083,SUP011,steel plate,233,173587.33,2025-11-23
PO-DM-01111,SUP005,casting body,110,22135.3,2025-11-23
PO-DM-01243,SUP027,galvanized steel sheet,1065,1438921.5,2025-11-23
PO-DM-02045,SUP012,plastic pellets,918,1404.54,2025-11-23
PO-DM-00107,SUP013,forged steel hub,1496,290568.08,2025-11-24
PO-DM-00181,SUP047,plastic pellets,1092,1889.16,2025-11-24
PO-DM-00183,SUP013,forged steel hub,192,39206.4,2025-11-24
PO-DM-00213,SUP035,precision shaft,654,73686.18,2025-11-24
PO-DM-00442,SUP017,polypropylene resin,978,1555.02,2025-11-24
PO-DM-01051,SUP019,brass sheet,789,110633.58,2025-11-24
PO-DM-01160,SUP018,casting body,474,96681.78,2025-11-24
PO-DM-01499,SUP008,machined housing,627,55100.76,2025-11-24
PO-DM-01819,SUP029,chip A,1116,11349.72,2025-11-24
PO-DM-01837,SUP034,machined component B,1056,97532.16,2025-11-24
PO-DM-02133,SUP021,stamped clip,1398,11351.76,2025-11-24
PO-DM-00479,SUP001,steel plate,1246,1160848.36,2025-11-25
PO-DM-00630,SUP024,aluminum housing,509,40190.64,2025-11-25
PO-DM-00730,SUP003,plastic pellets,707,947.38,2025-11-25
PO-DM-00782,SUP002,aluminum profile,148,15004.24,2025-11-25
PO-DM-01323,SUP026,gear set A,1224,207871.92,2025-11-25
PO-DM-01555,SUP005,casting body,854,122651.48,2025-11-25
PO-DM-02311,SUP044,forged hub,758,209943.26,2025-11-25
PO-DM-00110,SUP047,plastic pellets,848,1585.76,2025-11-26
PO-DM-00262,SUP048,steel sheets,1136,1051140.8,2025-11-26
PO-DM-00693,SUP034,machined component A,840,39925.2,2025-11-26
PO-DM-00713,SUP007,stamped bracket,842,21437.32,2025-11-26
PO-DM-00753,SUP034,machined component B,655,52891.25,2025-11-26
PO-DM-00831,SUP002,aluminum sheet,1082,162851.82,2025-11-26
PO-DM-00976,SUP011,steel sheets,1071,1069264.98,2025-11-26
PO-DM-01311,SUP044,forged shaft,1263,208862.31,2025-11-26
PO-DM-01946,SUP048,steel plate,560,543922.4,2025-11-26
PO-DM-01997,SUP023,composite panel,139,35200.36,2025-11-26
PO-DM-01999,SUP017,polypropylene resin,943,1461.65,2025-11-26
PO-DM-02110,SUP011,steel coil,386,401196.82,2025-11-26
PO-DM-00108,SUP014,iron casting bracket,901,103038.36,2025-11-27
PO-DM-00117,SUP011,steel coil,619,797519.6,2025-11-27
PO-DM-01018,SUP002,aluminum profile,1060,77411.8,2025-11-27
PO-DM-01233,SUP019,copper bar,1225,442764.0,2025-11-27
PO-DM-01451,SUP018,casting bracket,1213,152874.39,2025-11-27
PO-DM-01493,SUP040,aluminum sheet,1086,92646.66,2025-11-27
PO-DM-02048,SUP023,composite panel,837,202336.38,2025-11-27
PO-DM-02052,SUP010,aluminum casting body,1179,231484.86,2025-11-27
PO-DM-02254,SUP033,casting bracket,775,92953.5,2025-11-27
PO-DM-02289,SUP002,aluminum profile,836,88072.6,2025-11-27
PO-DM-00044,SUP008,machined bracket,1148,48629.28,2025-11-28
PO-DM-00066,SUP021,stamped clip,154,1037.96,2025-11-28
PO-DM-00532,SUP029,chip A,567,5460.21,2025-11-28
PO-DM-00935,SUP015,memory chip 8GB,585,12191.4,2025-11-28
PO-DM-01011,SUP013,forged steel arm,501,88586.82,2025-11-28
PO-DM-02204,SUP006,plastic pellets,434,503.44,2025-11-28
PO-DM-00204,SUP002,aluminum sheet,1253,130224.29,2025-11-29
PO-DM-00265,SUP001,steel sheets,607,610089.63,2025-11-29
PO-DM-00569,SUP035,precision sleeve,1168,76270.4,2025-11-29
PO-DM-01375,SUP035,precision sleeve,956,67111.2,2025-11-29
PO-DM-01427,SUP011,steel plate,877,656960.7,2025-11-29
PO-DM-01620,SUP033,casting bracket,217,20931.82,2025-11-29
PO-DM-01761,SUP021,stamped clip,745,5811.0,2025-11-29
PO-DM-01842,SUP031,steel plate,168,161340.48,2025-11-29
PO-DM-02275,SUP013,forged steel hub,1000,226700.0,2025-11-29
PO-DM-02417,SUP015,memory chip 8GB,716,11441.68,2025-11-29
PO-DM-00242,SUP048,steel sheets,1030,1180946.5,2025-11-30
PO-DM-00462,SUP048,steel plate,408,387763.2,2025-11-30
PO-DM-01290,SUP038,PCB assembly type A,179,28720.55,2025-11-30
PO-DM-01745,SUP026,gear set B,1099,209634.25,2025-11-30
PO-DM-01826,SUP041,composite panel,533,187578.69,2025-11-30
PO-DM-01848,SUP022,plastic resin,916,1465.6,2025-11-30
PO-DM-01904,SUP002,aluminum profile,821,96073.42,2025-11-30
PO-DM-02022,SUP040,aluminum profile,192,13173.12,2025-11-30
PO-DM-00257,SUP012,plastic pellets,1225,1592.5,2025-12-01
PO-DM-00549,SUP001,steel plate,454,399442.82,2025-12-01
PO-DM-01599,SUP007,stamped clip,517,3670.7,2025-12-01
PO-DM-01704,SUP029,chip B,836,9463.52,2025-12-01
PO-DM-01815,SUP007,stamped bracket,682,11805.42,2025-12-01
PO-DM-02109,SUP044,forged hub,160,21566.4,2025-12-01
PO-DM-00085,SUP031,steel plate,1423,1108246.63,2025-12-02
PO-DM-00537,SUP049,brass valve body,729,64312.38,2025-12-02
PO-DM-01008,SUP023,composite tube,1027,246397.84,2025-12-02
PO-DM-01082,SUP006,plastic resin,546,813.54,2025-12-02
PO-DM-01440,SUP042,machined housing,1496,126815.92,2025-12-02
PO-DM-01520,SUP049,brass valve body,625,48056.25,2025-12-02
PO-DM-01854,SUP015,memory chip 8GB,1390,22670.9,2025-12-02
PO-DM-02208,SUP012,plastic resin,1177,1765.5,2025-12-02
PO-DM-02380,SUP047,plastic resin,308,751.52,2025-12-02
PO-DM-01460,SUP030,plastic pellets,1083,1971.06,2025-12-03
PO-DM-01570,SUP001,steel sheets,260,278366.4,2025-12-03
PO-DM-00196,SUP031,steel coil,515,662310.6,2025-12-04
PO-DM-01203,SUP001,steel sheets,1471,1554611.64,2025-12-04
PO-DM-01212,SUP011,steel plate,673,718360.2,2025-12-04
PO-DM-01217,SUP027,powder-coated steel coil,833,1124991.49,2025-12-04
PO-DM-01248,SUP032,M10 nut pack,587,217.19,2025-12-04
PO-DM-01322,SUP009,resistor pack,555,61.05,2025-12-04
PO-DM-02018,SUP006,plastic pellets,368,552.0,2025-12-04
PO-DM-02483,SUP017,ABS resin,1453,2760.7,2025-12-04
PO-DM-00111,SUP023,composite panel,1049,290625.45,2025-12-05
PO-DM-01387,SUP027,powder-coated steel coil,1240,1713432.0,2025-12-05
PO-DM-01455,SUP011,steel plate,663,560453.79,2025-12-05
PO-DM-02252,SUP002,aluminum sheet,1167,110479.89,2025-12-05
PO-DM-02319,SUP003,plastic pellets,770,977.9,2025-12-05
PO-DM-02385,SUP048,steel coil,1341,1545354.99,2025-12-05
PO-DM-00945,SUP009,capacitor pack,408,106.08,2025-12-06
PO-DM-01034,SUP011,steel plate,1370,1373671.6,2025-12-06
PO-DM-01120,SUP035,precision shaft,468,40533.48,2025-12-06
PO-DM-01577,SUP004,chip C,443,7393.67,2025-12-06
PO-DM-01590,SUP031,steel plate,153,163809.45,2025-12-06
PO-DM-01968,SUP039,casting body,948,182490.0,2025-12-06
PO-DM-02318,SUP003,plastic pellets,1175,1433.5,2025-12-06
PO-DM-00190,SUP021,stamped clip,255,3312.45,2025-12-07
PO-DM-00283,SUP017,ABS resin,1334,2734.7,2025-12-07
PO-DM-00339,SUP009,resistor pack,944,179.36,2025-12-07
PO-DM-00401,SUP001,steel plate,275,213485.25,2025-12-07
PO-DM-01623,SUP043,molded part B,1353,14991.24,2025-12-07
PO-DM-00101,SUP031,steel plate,1269,1049361.48,2025-12-08
PO-DM-00168,SUP001,steel sheets,1013,1045051.32,2025-12-08
PO-DM-00411,SUP010,aluminum gear housing,211,34255.85,2025-12-08
PO-DM-00601,SUP029,chip A,893,8447.78,2025-12-08
PO-DM-00955,SUP048,steel plate,1227,981673.62,2025-12-08
PO-DM-01364,SUP044,forged hub,1207,285539.99,2025-12-08
PO-DM-01700,SUP001,steel sheets,176,206217.44,2025-12-08
PO-DM-00197,SUP048,steel plate,1491,1564103.73,2025-12-09
PO-DM-00356,SUP006,plastic resin,201,389.94,2025-12-09
PO-DM-00659,SUP001,steel sheets,454,529304.98,2025-12-09
PO-DM-01206,SUP027,powder-coated steel coil,716,1011808.24,2025-12-09
PO-DM-01348,SUP010,aluminum casting body,1020,117371.4,2025-12-09
PO-DM-01374,SUP043,molded part A,491,5538.48,2025-12-09
PO-DM-01709,SUP008,machined housing,1035,139952.7,2025-12-09
PO-DM-01797,SUP039,casting body,849,165750.27,2025-12-09
PO-DM-02371,SUP007,stamped clip,286,3300.44,2025-12-09
PO-DM-00859,SUP040,aluminum profile,284,28439.76,2025-12-10
PO-DM-01268,SUP001,steel sheets,1220,1347660.8,2025-12-10
PO-DM-01373,SUP001,steel coil,769,837164.16,2025-12-10
PO-DM-02164,SUP011,steel sheets,1049,1050804.28,2025-12-10
PO-DM-02446,SUP007,stamped bracket,863,21402.4,2025-12-10
PO-DM-00307,SUP031,steel sheets,959,1020097.89,2025-12-11
PO-DM-00716,SUP021,stamped bracket,296,8077.84,2025-12-11
PO-DM-01062,SUP006,plastic pellets,787,1550.39,2025-12-11
PO-DM-01615,SUP012,plastic resin,1383,3498.99,2025-12-11
PO-DM-01828,SUP015,memory chip 8GB,670,10907.6,2025-12-11
PO-DM-00133,SUP009,capacitor pack,227,45.4,2025-12-12
PO-DM-00468,SUP007,stamped bracket,726,16734.3,2025-12-12
PO-DM-00870,SUP024,aluminum bracket,579,29170.02,2025-12-12
PO-DM-01039,SUP045,bearing 6204,191,2542.21,2025-12-12
PO-DM-01131,SUP005,casting body,855,147983.4,2025-12-12
PO-DM-01281,SUP029,chip B,1143,15796.26,2025-12-12
PO-DM-01568,SUP035,precision sleeve,1043,86569.0,2025-12-12
PO-DM-00655,SUP008,machined bracket,113,6607.11,2025-12-13
PO-DM-01536,SUP031,steel coil,139,173093.92,2025-12-13
PO-DM-01741,SUP030,plastic resin,499,1232.53,2025-12-13
PO-DM-02207,SUP005,casting body,1025,197773.75,2025-12-13
PO-DM-02445,SUP034,machined component B,1169,136971.73,2025-12-13
PO-DM-01308,SUP016,bearing 6206,1313,30553.51,2025-12-14
PO-DM-01315,SUP044,forged hub,492,132082.32,2025-12-14
PO-DM-01556,SUP043,molded part B,692,9030.6,2025-12-14
PO-DM-02062,SUP004,chip B,917,11370.8,2025-12-14
PO-DM-02129,SUP038,PCB assembly type B,911,132477.62,2025-12-14
PO-DM-02400,SUP015,memory chip 8GB,1116,16751.16,2025-12-14
PO-DM-00634,SUP036,wireform handle,720,1144.8,2025-12-15
PO-DM-00793,SUP002,aluminum profile,574,56630.84,2025-12-15
PO-DM-01124,SUP027,galvanized steel sheet,1116,1220602.68,2025-12-15
PO-DM-01778,SUP001,steel sheets,639,687691.8,2025-12-15
PO-DM-01890,SUP011,steel coil,498,585110.16,2025-12-15
PO-DM-00425,SUP009,capacitor pack,727,130.86,2025-12-16
PO-DM-01121,SUP043,molded part B,1458,14434.2,2025-12-16
PO-DM-01344,SUP048,steel sheets,435,505543.95,2025-12-16
PO-DM-01780,SUP015,memory chip 8GB,1315,26129.05,2025-12-16
PO-DM-00482,SUP011,steel coil,1364,1749766.48,2025-12-17
PO-DM-01180,SUP040,aluminum profile,470,48630.9,2025-12-17
PO-DM-01560,SUP013,forged steel hub,401,106236.93,2025-12-17
PO-DM-01889,SUP007,stamped clip,68,701.08,2025-12-17
