shipment_id,carrier_id,from_location,to_location,total_usd,ship_date
SH-LOG-01486,CAR013,Dallas,San Antonio,2453.28,2026-02-20
SH-LOG-02260,CAR006,Savannah,Rotterdam,1326.33,2026-02-20
SH-LOG-02385,CAR001,Denver,Salt Lake City,3781.08,2026-02-20
SH-LOG-02634,CAR009,Newark,Hamburg,2774.46,2026-02-20
SH-LOG-02961,CAR006,Long Beach,Shanghai,3311.92,2026-02-20
SH-LOG-03045,CAR006,Newark,Hamburg,2642.85,2026-02-20
SH-LOG-03046,CAR005,Dallas,San Antonio,2832.78,2026-02-20
SH-LOG-03463,CAR020,Chicago,Houston,3039.0,2026-02-20
SH-LOG-03885,CAR013,Los Angeles,Phoenix,3480.08,2026-02-20
SH-LOG-03900,CAR014,Newark,Hamburg,2423.07,2026-02-20
SH-LOG-04552,CAR010,Chicago,Detroit,3065.81,2026-02-20
SH-LOG-04758,CAR020,Dallas,Atlanta,2564.15,2026-02-20
SH-LOG-04829,CAR005,Los Angeles,Phoenix,3208.8,2026-02-20
SH-LOG-00093,CAR006,Newark,Hamburg,2813.49,2026-02-21
SH-LOG-01289,CAR007,JFK,Los Angeles,7203.65,2026-02-21
SH-LOG-01459,CAR014,Long Beach,Shanghai,3025.29,2026-02-21
SH-LOG-01586,CAR007,JFK,Dubai,5745.72,2026-02-21
SH-LOG-01647,CAR007,JFK,Singapore,10120.84,2026-02-21
SH-LOG-01980,CAR013,Chicago,Milwaukee,1239.43,2026-02-21
SH-LOG-02429,CAR001,Detroit,Cleveland,544.78,2026-02-21
SH-LOG-02526,CAR003,JFK,Los Angeles,7476.85,2026-02-21
SH-LOG-02633,CAR013,Denver,Salt Lake City,4577.23,2026-02-21
SH-LOG-02703,CAR009,Newark,Hamburg,2605.59,2026-02-21
SH-LOG-03514,CAR006,Long Beach,Hong Kong,3355.65,2026-02-21
SH-LOG-03642,CAR019,O'Hare,Dallas-Fort Worth,4977.91,2026-02-21
SH-LOG-03959,CAR007,JFK,Dubai,5829.7,2026-02-21
SH-LOG-04128,CAR004,Multiple US,Multiple US,11848.24,2026-02-21
SH-LOG-04359,CAR003,JFK,Los Angeles,7297.0,2026-02-21
SH-LOG-00006,CAR004,Multiple US,Multiple US,11113.95,2026-02-22
SH-LOG-00856,CAR006,Long Beach,Hong Kong,3125.64,2026-02-22
SH-LOG-01043,CAR013,Dallas,San Antonio,2854.97,2026-02-22
SH-LOG-01407,CAR007,O'Hare,Dallas-Fort Worth,5071.99,2026-02-22
SH-LOG-01421,CAR013,Chicago,Houston,2631.22,2026-02-22
SH-LOG-01654,CAR006,Long Beach,Hong Kong,3407.06,2026-02-22
SH-LOG-01748,CAR001,Denver,Salt Lake City,4308.3,2026-02-22
SH-LOG-02171,CAR009,Newark,Hamburg,2606.0,2026-02-22
SH-LOG-02679,CAR010,Chicago,Milwaukee,1439.58,2026-02-22
SH-LOG-02684,CAR006,Newark,Hamburg,2795.61,2026-02-22
SH-LOG-02751,CAR013,Los Angeles,Phoenix,3121.29,2026-02-22
SH-LOG-03344,CAR020,Detroit,Cleveland,496.34,2026-02-22
SH-LOG-03729,CAR009,Long Beach,Hong Kong,3553.49,2026-02-22
SH-LOG-04027,CAR013,Detroit,Cleveland,450.56,2026-02-22
SH-LOG-04045,CAR006,Long Beach,Singapore,2906.61,2026-02-22
SH-LOG-04383,CAR013,Chicago,Detroit,2628.68,2026-02-22
SH-LOG-00204,CAR003,JFK,Dubai,6341.49,2026-02-23
SH-LOG-00879,CAR016,Chicago,Milwaukee,1175.28,2026-02-23
SH-LOG-01280,CAR006,Newark,Hamburg,2596.59,2026-02-23
SH-LOG-01702,CAR001,Chicago,Houston,3009.66,2026-02-23
SH-LOG-02256,CAR009,Long Beach,Hong Kong,3566.76,2026-02-23
SH-LOG-02271,CAR002,Newark,Hamburg,2770.95,2026-02-23
SH-LOG-02507,CAR002,Long Beach,Hong Kong,3375.38,2026-02-23
SH-LOG-02563,CAR006,Long Beach,Shanghai,3066.99,2026-02-23
SH-LOG-02716,CAR017,Long Beach,Shanghai,3043.42,2026-02-23
SH-LOG-02910,CAR005,Dallas,Atlanta,2877.49,2026-02-23
SH-LOG-02962,CAR002,Long Beach,Singapore,3093.32,2026-02-23
SH-LOG-03012,CAR016,Chicago,Milwaukee,1363.24,2026-02-23
SH-LOG-03144,CAR008,Denver,Salt Lake City,3913.87,2026-02-23
SH-LOG-03302,CAR006,Long Beach,Hong Kong,3346.93,2026-02-23
SH-LOG-03929,CAR013,Dallas,Atlanta,2774.41,2026-02-23
SH-LOG-03955,CAR015,JFK,Los Angeles,6804.53,2026-02-23
SH-LOG-04226,CAR001,Chicago,Houston,2451.62,2026-02-23
SH-LOG-04274,CAR016,Dallas,San Antonio,2090.24,2026-02-23
SH-LOG-04634,CAR002,Savannah,Rotterdam,1467.09,2026-02-23
SH-LOG-04776,CAR018,Multiple US,Multiple US,14240.19,2026-02-23
SH-LOG-04783,CAR002,Long Beach,Singapore,3192.63,2026-02-23
SH-LOG-00593,CAR009,Long Beach,Hong Kong,3377.63,2026-02-24
SH-LOG-01252,CAR003,JFK,Dubai,6368.92,2026-02-24
SH-LOG-01483,CAR013,Detroit,Cleveland,471.47,2026-02-24
SH-LOG-01665,CAR009,Long Beach,Hong Kong,3111.69,2026-02-24
SH-LOG-01708,CAR017,Long Beach,Hong Kong,3272.31,2026-02-24
SH-LOG-01821,CAR020,Chicago,Detroit,2744.43,2026-02-24
SH-LOG-02127,CAR009,Long Beach,Hong Kong,3394.06,2026-02-24
SH-LOG-02207,CAR006,Savannah,Rotterdam,1365.76,2026-02-24
SH-LOG-02662,CAR003,O'Hare,Dallas-Fort Worth,4707.14,2026-02-24
SH-LOG-03689,CAR013,Dallas,Atlanta,2335.7,2026-02-24
SH-LOG-03993,CAR006,Savannah,Rotterdam,1405.64,2026-02-24
SH-LOG-04797,CAR013,Chicago,Milwaukee,1504.12,2026-02-24
SH-LOG-00034,CAR003,JFK,Los Angeles,7722.35,2026-02-25
SH-LOG-00587,CAR005,Los Angeles,Phoenix,3757.73,2026-02-25
SH-LOG-01126,CAR014,Long Beach,Shanghai,3274.87,2026-02-25
SH-LOG-01210,CAR014,Long Beach,Hong Kong,3435.7,2026-02-25
SH-LOG-01615,CAR013,Denver,Salt Lake City,3840.92,2026-02-25
SH-LOG-02197,CAR013,Chicago,Indianapolis,1881.46,2026-02-25
SH-LOG-02222,CAR005,Dallas,Atlanta,2731.37,2026-02-25
SH-LOG-02444,CAR019,JFK,Los Angeles,7313.34,2026-02-25
SH-LOG-03378,CAR019,JFK,Dubai,5983.75,2026-02-25
SH-LOG-04011,CAR008,Denver,Salt Lake City,3680.52,2026-02-25
SH-LOG-04299,CAR015,O'Hare,Dallas-Fort Worth,4964.13,2026-02-25
SH-LOG-04353,CAR017,Long Beach,Hong Kong,3461.78,2026-02-25
SH-LOG-04520,CAR011,Savannah,Rotterdam,1766.3,2026-02-25
SH-LOG-04845,CAR011,Long Beach,Singapore,3263.59,2026-02-25
SH-LOG-00117,CAR013,Dallas,San Antonio,2899.02,2026-02-26
SH-LOG-00265,CAR019,O'Hare,Dallas-Fort Worth,4831.58,2026-02-26
SH-LOG-00745,CAR010,Chicago,Indianapolis,2022.82,2026-02-26
SH-LOG-01024,CAR013,Chicago,Houston,3005.42,2026-02-26
SH-LOG-01466,CAR015,JFK,Singapore,9705.22,2026-02-26
SH-LOG-01623,CAR007,O'Hare,Dallas-Fort Worth,5048.18,2026-02-26
SH-LOG-02090,CAR013,Dallas,Atlanta,2952.87,2026-02-26
SH-LOG-02234,CAR011,Long Beach,Shanghai,3181.64,2026-02-26
SH-LOG-03048,CAR017,Savannah,Rotterdam,1721.06,2026-02-26
SH-LOG-03394,CAR020,Chicago,Indianapolis,2127.34,2026-02-26
SH-LOG-03852,CAR004,Multiple US,Multiple US,12299.81,2026-02-26
SH-LOG-03894,CAR013,Chicago,Indianapolis,1986.62,2026-02-26
SH-LOG-04371,CAR018,Multiple US,Multiple US,14671.17,2026-02-26
SH-LOG-04449,CAR013,Chicago,Detroit,2620.82,2026-02-26
SH-LOG-04621,CAR006,Newark,Hamburg,2600.0,2026-02-26
SH-LOG-04927,CAR013,Denver,Salt Lake City,4240.0,2026-02-26
SH-LOG-00120,CAR013,Denver,Salt Lake City,3622.72,2026-02-27
SH-LOG-00698,CAR006,Long Beach,Singapore,2819.91,2026-02-27
SH-LOG-00818,CAR002,Long Beach,Shanghai,3103.45,2026-02-27
SH-LOG-01523,CAR013,Los Angeles,Phoenix,3157.75,2026-02-27
SH-LOG-03814,CAR009,Long Beach,Singapore,3169.14,2026-02-27
SH-LOG-03889,CAR002,Savannah,Rotterdam,1334.87,2026-02-27
SH-LOG-03918,CAR005,Denver,Salt Lake City,3607.32,2026-02-27
SH-LOG-04026,CAR007,JFK,Dubai,5477.8,2026-02-27
SH-LOG-04036,CAR003,JFK,Dubai,5743.09,2026-02-27
SH-LOG-04515,CAR013,Chicago,Detroit,3132.68,2026-02-27
SH-LOG-04857,CAR009,Long Beach,Singapore,3088.28,2026-02-27
SH-LOG-00269,CAR017,Newark,Hamburg,2620.21,2026-02-28
SH-LOG-00321,CAR010,Chicago,Houston,3197.61,2026-02-28
SH-LOG-01012,CAR013,Chicago,Indianapolis,2335.87,2026-02-28
SH-LOG-01677,CAR008,Dallas,Atlanta,2246.45,2026-02-28
SH-LOG-01960,CAR018,Multiple US,Multiple US,10479.42,2026-02-28
SH-LOG-01965,CAR019,JFK,Singapore,9084.22,2026-02-28
SH-LOG-01994,CAR013,Chicago,Indianapolis,2255.51,2026-02-28
SH-LOG-02240,CAR009,Savannah,Rotterdam,1444.69,2026-02-28
SH-LOG-02860,CAR007,JFK,Los Angeles,7387.99,2026-02-28
SH-LOG-03006,CAR002,Long Beach,Singapore,2881.97,2026-02-28
SH-LOG-03428,CAR005,Chicago,Detroit,3234.12,2026-02-28
SH-LOG-03597,CAR013,Chicago,Indianapolis,1958.74,2026-02-28
SH-LOG-03678,CAR009,Long Beach,Hong Kong,3261.36,2026-02-28
SH-LOG-03727,CAR001,Los Angeles,Phoenix,3080.36,2026-02-28
SH-LOG-04309,CAR010,Dallas,Atlanta,2878.36,2026-02-28
SH-LOG-00738,CAR013,Dallas,San Antonio,2831.11,2026-03-01
SH-LOG-00901,CAR003,JFK,Los Angeles,7040.02,2026-03-01
SH-LOG-01067,CAR013,Chicago,Detroit,3187.47,2026-03-01
SH-LOG-01839,CAR007,JFK,Los Angeles,7484.86,2026-03-01
SH-LOG-02000,CAR013,Dallas,San Antonio,2378.12,2026-03-01
SH-LOG-02258,CAR005,Chicago,Indianapolis,1909.24,2026-03-01
SH-LOG-02487,CAR015,JFK,Dubai,6243.48,2026-03-01
SH-LOG-02625,CAR018,Multiple US,Multiple US,10652.35,2026-03-01
SH-LOG-02680,CAR009,Long Beach,Singapore,2930.46,2026-03-01
SH-LOG-02931,CAR003,O'Hare,Dallas-Fort Worth,5146.03,2026-03-01
SH-LOG-02934,CAR009,Newark,Hamburg,2759.92,2026-03-01
SH-LOG-03008,CAR017,Long Beach,Singapore,3145.1,2026-03-01
SH-LOG-03403,CAR002,Newark,Hamburg,2533.99,2026-03-01
SH-LOG-03747,CAR006,Long Beach,Hong Kong,3588.4,2026-03-01
SH-LOG-03800,CAR005,Chicago,Detroit,2672.2,2026-03-01
SH-LOG-03951,CAR005,Chicago,Indianapolis,2445.33,2026-03-01
SH-LOG-04194,CAR006,Long Beach,Shanghai,3396.73,2026-03-01
SH-LOG-04248,CAR001,Seattle,Portland,3589.56,2026-03-01
SH-LOG-04285,CAR005,Chicago,Milwaukee,1364.05,2026-03-01
SH-LOG-04702,CAR005,Chicago,Indianapolis,2006.0,2026-03-01
SH-LOG-00131,CAR018,Multiple US,Multiple US,14294.77,2026-03-02
SH-LOG-00206,CAR013,Chicago,Milwaukee,1274.89,2026-03-02
SH-LOG-00728,CAR005,Denver,Salt Lake City,3990.78,2026-03-02
SH-LOG-00815,CAR020,Dallas,San Antonio,2318.54,2026-03-02
SH-LOG-01116,CAR013,Chicago,Houston,2744.38,2026-03-02
SH-LOG-01136,CAR005,Dallas,Atlanta,2947.44,2026-03-02
SH-LOG-01658,CAR003,JFK,Dubai,5559.31,2026-03-02
SH-LOG-02587,CAR008,Dallas,San Antonio,2752.31,2026-03-02
SH-LOG-02707,CAR004,Multiple US,Multiple US,14728.37,2026-03-02
SH-LOG-03101,CAR001,Chicago,Indianapolis,2310.38,2026-03-02
SH-LOG-03162,CAR013,Dallas,Atlanta,2448.86,2026-03-02
SH-LOG-03401,CAR017,Newark,Hamburg,2496.3,2026-03-02
SH-LOG-04048,CAR016,Chicago,Detroit,2587.98,2026-03-02
SH-LOG-04110,CAR009,Long Beach,Hong Kong,3446.3,2026-03-02
SH-LOG-04187,CAR004,Multiple US,Multiple US,11305.26,2026-03-02
SH-LOG-00565,CAR001,Denver,Salt Lake City,4306.02,2026-03-03
SH-LOG-00911,CAR009,Long Beach,Hong Kong,3564.52,2026-03-03
SH-LOG-01290,CAR005,Los Angeles,Phoenix,3143.33,2026-03-03
SH-LOG-01390,CAR002,Newark,Hamburg,2649.93,2026-03-03
SH-LOG-01604,CAR006,Long Beach,Singapore,2816.6,2026-03-03
SH-LOG-01792,CAR008,Dallas,Atlanta,2189.08,2026-03-03
SH-LOG-02177,CAR001,Dallas,San Antonio,2174.19,2026-03-03
SH-LOG-02907,CAR008,Chicago,Houston,2977.39,2026-03-03
SH-LOG-03020,CAR013,Dallas,San Antonio,2134.42,2026-03-03
SH-LOG-03164,CAR010,Chicago,Indianapolis,2329.08,2026-03-03
SH-LOG-03564,CAR011,Long Beach,Shanghai,3045.61,2026-03-03
SH-LOG-04416,CAR013,Detroit,Cleveland,429.69,2026-03-03
SH-LOG-04538,CAR007,O'Hare,Dallas-Fort Worth,4680.88,2026-03-03
SH-LOG-00301,CAR005,Dallas,Atlanta,2586.74,2026-03-04
SH-LOG-00417,CAR009,Savannah,Rotterdam,1580.63,2026-03-04
SH-LOG-00868,CAR008,Los Angeles,Phoenix,3086.47,2026-03-04
SH-LOG-01046,CAR005,Chicago,Milwaukee,1397.42,2026-03-04
SH-LOG-01130,CAR019,JFK,Los Angeles,7191.76,2026-03-04
SH-LOG-01260,CAR018,Multiple US,Multiple US,15076.81,2026-03-04
SH-LOG-01294,CAR020,Dallas,San Antonio,2291.94,2026-03-04
SH-LOG-02011,CAR007,O'Hare,Dallas-Fort Worth,4518.71,2026-03-04
SH-LOG-02018,CAR020,Chicago,Houston,3122.7,2026-03-04
SH-LOG-03204,CAR013,Chicago,Milwaukee,1287.41,2026-03-04
SH-LOG-03418,CAR002,Newark,Hamburg,2737.07,2026-03-04
SH-LOG-03531,CAR009,Long Beach,Singapore,2915.09,2026-03-04
SH-LOG-03721,CAR005,Chicago,Indianapolis,2417.16,2026-03-04
SH-LOG-03987,CAR007,JFK,Singapore,8917.68,2026-03-04
SH-LOG-04456,CAR001,Seattle,Portland,3525.87,2026-03-04
SH-LOG-04457,CAR015,JFK,Los Angeles,7778.89,2026-03-04
SH-LOG-04951,CAR008,Chicago,Indianapolis,2517.65,2026-03-04
SH-LOG-00092,CAR001,Denver,Salt Lake City,3821.06,2026-03-05
SH-LOG-00880,CAR006,Newark,Hamburg,2435.84,2026-03-05
SH-LOG-01120,CAR017,Long Beach,Shanghai,3478.11,2026-03-05
SH-LOG-01281,CAR007,JFK,Los Angeles,7153.02,2026-03-05
SH-LOG-01388,CAR013,Dallas,San Antonio,2173.57,2026-03-05
SH-LOG-01754,CAR018,Multiple US,Multiple US,10273.64,2026-03-05
SH-LOG-02658,CAR014,Long Beach,Hong Kong,3256.53,2026-03-05
SH-LOG-03189,CAR001,Los Angeles,Phoenix,3737.63,2026-03-05
SH-LOG-04247,CAR015,O'Hare,Dallas-Fort Worth,5002.63,2026-03-05
SH-LOG-00067,CAR013,Los Angeles,Phoenix,3314.9,2026-03-06
SH-LOG-00275,CAR013,Chicago,Indianapolis,2025.84,2026-03-06
SH-LOG-00770,CAR001,Dallas,Atlanta,2182.06,2026-03-06
SH-LOG-00877,CAR020,Chicago,Houston,3188.18,2026-03-06
SH-LOG-01320,CAR020,Denver,Salt Lake City,4387.61,2026-03-06
SH-LOG-01321,CAR006,Newark,Hamburg,2464.45,2026-03-06
SH-LOG-01418,CAR019,JFK,Dubai,5523.11,2026-03-06
SH-LOG-01546,CAR015,O'Hare,Dallas-Fort Worth,4488.52,2026-03-06
SH-LOG-02126,CAR019,O'Hare,Dallas-Fort Worth,4472.04,2026-03-06
SH-LOG-02232,CAR020,Denver,Salt Lake City,4089.25,2026-03-06
SH-LOG-02555,CAR006,Long Beach,Singapore,2915.54,2026-03-06
SH-LOG-02775,CAR019,JFK,Singapore,9886.54,2026-03-06
SH-LOG-02936,CAR020,Chicago,Houston,2799.49,2026-03-06
SH-LOG-03257,CAR001,Chicago,Milwaukee,1168.12,2026-03-06
SH-LOG-03481,CAR013,Denver,Salt Lake City,3795.81,2026-03-06
SH-LOG-03608,CAR005,Seattle,Portland,3416.08,2026-03-06
SH-LOG-03778,CAR005,Seattle,Portland,3648.73,2026-03-06
SH-LOG-04210,CAR009,Long Beach,Singapore,3183.25,2026-03-06
SH-LOG-04440,CAR017,Long Beach,Shanghai,3417.46,2026-03-06
SH-LOG-04611,CAR013,Los Angeles,Phoenix,3193.18,2026-03-06
SH-LOG-04697,CAR019,JFK,Singapore,9059.01,2026-03-06
SH-LOG-00448,CAR002,Long Beach,Shanghai,3120.88,2026-03-07
SH-LOG-00769,CAR004,Multiple US,Multiple US,11218.85,2026-03-07
SH-LOG-00780,CAR007,O'Hare,Dallas-Fort Worth,4799.23,2026-03-07
SH-LOG-01757,CAR020,Denver,Salt Lake City,4480.5,2026-03-07
SH-LOG-01910,CAR013,Chicago,Milwaukee,1258.79,2026-03-07
SH-LOG-01981,CAR013,Seattle,Portland,3965.05,2026-03-07
SH-LOG-02166,CAR003,JFK,Dubai,5604.14,2026-03-07
SH-LOG-02514,CAR014,Savannah,Rotterdam,1641.87,2026-03-07
SH-LOG-02871,CAR013,Chicago,Indianapolis,1917.44,2026-03-07
SH-LOG-03017,CAR013,Chicago,Detroit,2465.26,2026-03-07
SH-LOG-03112,CAR020,Chicago,Detroit,2568.59,2026-03-07
SH-LOG-03438,CAR006,Long Beach,Hong Kong,3461.44,2026-03-07
SH-LOG-04079,CAR013,Chicago,Houston,3093.7,2026-03-07
SH-LOG-04101,CAR013,Seattle,Portland,3958.86,2026-03-07
SH-LOG-04124,CAR019,O'Hare,Dallas-Fort Worth,5002.93,2026-03-07
SH-LOG-04806,CAR009,Long Beach,Hong Kong,3393.69,2026-03-07
SH-LOG-00202,CAR012,Los Angeles,Phoenix,3597.47,2026-03-08
SH-LOG-00300,CAR002,Long Beach,Singapore,3117.45,2026-03-08
SH-LOG-00498,CAR003,O'Hare,Dallas-Fort Worth,4825.84,2026-03-08
SH-LOG-00529,CAR013,Denver,Salt Lake City,4470.16,2026-03-08
SH-LOG-01084,CAR013,Detroit,Cleveland,467.48,2026-03-08
SH-LOG-01396,CAR003,JFK,Los Angeles,6841.85,2026-03-08
SH-LOG-01541,CAR011,Newark,Hamburg,2731.58,2026-03-08
SH-LOG-01848,CAR020,Detroit,Cleveland,585.11,2026-03-08
SH-LOG-01867,CAR019,JFK,Singapore,10095.41,2026-03-08
SH-LOG-01932,CAR008,Chicago,Indianapolis,1946.43,2026-03-08
SH-LOG-02192,CAR013,Dallas,San Antonio,2495.96,2026-03-08
SH-LOG-02285,CAR013,Chicago,Detroit,3137.89,2026-03-08
SH-LOG-02425,CAR013,Detroit,Cleveland,518.03,2026-03-08
SH-LOG-02689,CAR008,Chicago,Houston,2557.97,2026-03-08
SH-LOG-03224,CAR012,Chicago,Indianapolis,2190.58,2026-03-08
SH-LOG-03792,CAR013,Denver,Salt Lake City,4450.44,2026-03-08
SH-LOG-04037,CAR013,Chicago,Detroit,2926.75,2026-03-08
SH-LOG-04155,CAR014,Long Beach,Shanghai,3394.95,2026-03-08
SH-LOG-04265,CAR011,Long Beach,Singapore,3221.45,2026-03-08
SH-LOG-04608,CAR017,Long Beach,Hong Kong,3232.76,2026-03-08
SH-LOG-04923,CAR013,Los Angeles,Phoenix,3503.33,2026-03-08
SH-LOG-04945,CAR006,Savannah,Rotterdam,1313.4,2026-03-08
SH-LOG-00584,CAR013,Denver,Salt Lake City,3956.17,2026-03-09
SH-LOG-00934,CAR015,JFK,Singapore,9815.44,2026-03-09
SH-LOG-01276,CAR014,Long Beach,Hong Kong,3290.47,2026-03-09
SH-LOG-01331,CAR010,Chicago,Indianapolis,2108.66,2026-03-09
SH-LOG-01596,CAR013,Chicago,Milwaukee,1577.52,2026-03-09
SH-LOG-01613,CAR018,Multiple US,Multiple US,12850.67,2026-03-09
SH-LOG-01736,CAR004,Multiple US,Multiple US,12436.74,2026-03-09
SH-LOG-02073,CAR013,Denver,Salt Lake City,3703.57,2026-03-09
SH-LOG-02405,CAR002,Long Beach,Shanghai,3245.35,2026-03-09
SH-LOG-02451,CAR001,Seattle,Portland,3487.19,2026-03-09
SH-LOG-02670,CAR019,JFK,Los Angeles,7501.22,2026-03-09
SH-LOG-02883,CAR013,Seattle,Portland,3958.7,2026-03-09
SH-LOG-02915,CAR006,Long Beach,Hong Kong,3230.29,2026-03-09
SH-LOG-03050,CAR010,Chicago,Detroit,2989.28,2026-03-09
SH-LOG-03330,CAR013,Detroit,Cleveland,438.05,2026-03-09
SH-LOG-03923,CAR009,Long Beach,Singapore,3110.5,2026-03-09
SH-LOG-03945,CAR006,Newark,Hamburg,2488.3,2026-03-09
SH-LOG-04216,CAR011,Savannah,Rotterdam,1533.8,2026-03-09
SH-LOG-04414,CAR011,Newark,Hamburg,2751.85,2026-03-09
SH-LOG-04878,CAR004,Multiple US,Multiple US,11893.34,2026-03-09
SH-LOG-00433,CAR001,Dallas,Atlanta,2638.88,2026-03-10
SH-LOG-00835,CAR006,Newark,Hamburg,2630.15,2026-03-10
SH-LOG-02058,CAR009,Savannah,Rotterdam,1506.96,2026-03-10
SH-LOG-02477,CAR006,Long Beach,Shanghai,3478.2,2026-03-10
SH-LOG-02898,CAR020,Dallas,Atlanta,2725.51,2026-03-10
SH-LOG-03024,CAR006,Newark,Hamburg,2744.86,2026-03-10
SH-LOG-03134,CAR016,Detroit,Cleveland,393.72,2026-03-10
SH-LOG-03549,CAR002,Long Beach,Singapore,2872.79,2026-03-10
SH-LOG-03759,CAR009,Long Beach,Singapore,2807.06,2026-03-10
SH-LOG-03906,CAR001,Los Angeles,Phoenix,3015.79,2026-03-10
SH-LOG-04057,CAR016,Denver,Salt Lake City,3810.04,2026-03-10
SH-LOG-04311,CAR016,Los Angeles,Phoenix,3482.44,2026-03-10
SH-LOG-04436,CAR006,Savannah,Rotterdam,1729.96,2026-03-10
SH-LOG-04666,CAR013,Chicago,Detroit,2729.27,2026-03-10
SH-LOG-00482,CAR013,Seattle,Portland,4304.68,2026-03-11
SH-LOG-00517,CAR011,Long Beach,Singapore,3236.02,2026-03-11
SH-LOG-00764,CAR012,Chicago,Detroit,2511.43,2026-03-11
SH-LOG-01269,CAR009,Newark,Hamburg,2474.96,2026-03-11
SH-LOG-01340,CAR018,Multiple US,Multiple US,13761.47,2026-03-11
SH-LOG-02088,CAR005,Chicago,Milwaukee,1447.78,2026-03-11
SH-LOG-03073,CAR006,Long Beach,Hong Kong,3443.35,2026-03-11
SH-LOG-04041,CAR006,Long Beach,Hong Kong,3440.2,2026-03-11
SH-LOG-04925,CAR004,Multiple US,Multiple US,12186.85,2026-03-11
SH-LOG-00473,CAR017,Long Beach,Hong Kong,3162.51,2026-03-12
SH-LOG-00662,CAR018,Multiple US,Multiple US,13038.12,2026-03-12
SH-LOG-01082,CAR013,Dallas,San Antonio,2642.86,2026-03-12
SH-LOG-01165,CAR014,Newark,Hamburg,2711.89,2026-03-12
SH-LOG-01404,CAR006,Newark,Hamburg,2741.52,2026-03-12
SH-LOG-02305,CAR007,O'Hare,Dallas-Fort Worth,4963.45,2026-03-12
SH-LOG-02408,CAR019,JFK,Los Angeles,7193.04,2026-03-12
SH-LOG-02469,CAR006,Long Beach,Shanghai,3182.98,2026-03-12
SH-LOG-03288,CAR006,Newark,Hamburg,2675.07,2026-03-12
SH-LOG-03489,CAR005,Chicago,Houston,2590.79,2026-03-12
SH-LOG-04262,CAR015,JFK,Los Angeles,6875.56,2026-03-12
SH-LOG-04540,CAR005,Chicago,Houston,2703.78,2026-03-12
SH-LOG-04816,CAR005,Detroit,Cleveland,454.72,2026-03-12
SH-LOG-00314,CAR010,Dallas,San Antonio,2092.35,2026-03-13
SH-LOG-00463,CAR015,O'Hare,Dallas-Fort Worth,5085.6,2026-03-13
SH-LOG-00490,CAR006,Newark,Hamburg,2665.29,2026-03-13
SH-LOG-00598,CAR003,JFK,Dubai,5950.13,2026-03-13
SH-LOG-00721,CAR002,Long Beach,Hong Kong,3376.52,2026-03-13
SH-LOG-00758,CAR005,Chicago,Detroit,3381.58,2026-03-13
SH-LOG-01031,CAR013,Chicago,Detroit,3138.9,2026-03-13
SH-LOG-01267,CAR014,Newark,Hamburg,2431.74,2026-03-13
SH-LOG-01773,CAR011,Long Beach,Singapore,3091.06,2026-03-13
SH-LOG-02170,CAR018,Multiple US,Multiple US,12670.31,2026-03-13
SH-LOG-02461,CAR005,Dallas,Atlanta,2611.02,2026-03-13
SH-LOG-03180,CAR008,Chicago,Milwaukee,1179.68,2026-03-13
SH-LOG-03184,CAR005,Seattle,Portland,4204.3,2026-03-13
SH-LOG-03382,CAR001,Chicago,Houston,2790.85,2026-03-13
SH-LOG-03776,CAR006,Long Beach,Shanghai,3374.24,2026-03-13
SH-LOG-04255,CAR013,Los Angeles,Phoenix,3604.59,2026-03-13
SH-LOG-04661,CAR001,Seattle,Portland,4062.62,2026-03-13
SH-LOG-01204,CAR001,Chicago,Indianapolis,2418.92,2026-03-14
SH-LOG-01246,CAR002,Long Beach,Singapore,2890.22,2026-03-14
SH-LOG-01722,CAR006,Long Beach,Singapore,2991.31,2026-03-14
SH-LOG-02179,CAR005,Chicago,Milwaukee,1463.29,2026-03-14
SH-LOG-02976,CAR013,Detroit,Cleveland,416.79,2026-03-14
SH-LOG-03490,CAR011,Long Beach,Hong Kong,3112.02,2026-03-14
SH-LOG-04571,CAR016,Chicago,Houston,3123.03,2026-03-14
SH-LOG-04699,CAR010,Los Angeles,Phoenix,3601.43,2026-03-14
SH-LOG-00015,CAR014,Newark,Hamburg,2624.84,2026-03-15
SH-LOG-00021,CAR006,Long Beach,Shanghai,3258.51,2026-03-15
SH-LOG-00098,CAR008,Detroit,Cleveland,590.32,2026-03-15
SH-LOG-00178,CAR014,Newark,Hamburg,2535.37,2026-03-15
SH-LOG-00689,CAR002,Long Beach,Singapore,3162.14,2026-03-15
SH-LOG-00937,CAR011,Long Beach,Hong Kong,3595.56,2026-03-15
SH-LOG-01100,CAR016,Seattle,Portland,4345.45,2026-03-15
SH-LOG-01117,CAR020,Los Angeles,Phoenix,3393.32,2026-03-15
SH-LOG-01635,CAR001,Chicago,Detroit,2907.92,2026-03-15
SH-LOG-01667,CAR008,Denver,Salt Lake City,4054.55,2026-03-15
SH-LOG-01906,CAR013,Dallas,Atlanta,2618.05,2026-03-15
SH-LOG-01921,CAR005,Dallas,San Antonio,2609.99,2026-03-15
SH-LOG-02204,CAR018,Multiple US,Multiple US,10187.38,2026-03-15
SH-LOG-02454,CAR008,Chicago,Houston,2828.34,2026-03-15
SH-LOG-04021,CAR019,JFK,Dubai,6383.85,2026-03-15
SH-LOG-04326,CAR006,Long Beach,Singapore,3180.38,2026-03-15
