transaction_id,date,supplier_id,supplier_name,category,subcategory,description,amount_usd,po_number,cost_center,department,payment_terms,invoice_status
TXN-00159,2026-01-22,SUP041,ThermaFlow HVAC,mro,PPE,PPE - ThermaFlow HVAC,7788.58,PO-325583,CC400,Quality,net_30,paid
TXN-00621,2026-01-22,SUP024,Pinnacle Office Solutions,indirect,marketing,marketing - Pinnacle Office Solutions,15934.6,PO-549793,CC200,Quality,net_30,pending
TXN-00948,2026-01-22,SUP023,Harbor Drayage,logistics,warehousing,warehousing - Harbor Drayage,4071.73,PO-769983,CC100,Admin,net_30,paid
TXN-02042,2026-01-22,SUP017,Pacific Logistics,logistics,air freight,air freight - Pacific Logistics,21138.31,PO-107322,CC300,Engineering,net_30,pending
TXN-02253,2026-01-22,SUP048,CoreShield Insulation,mro,filtration,filtration - CoreShield Insulation,6080.39,PO-509668,CC500,Admin,net_15,paid
TXN-00064,2026-01-23,SUP037,SafeGuard PPE,mro,HVAC parts,HVAC parts - SafeGuard PPE,6369.77,PO-549186,CC300,Manufacturing,net_30,paid
TXN-00166,2026-01-23,SUP028,Clearview IT Services,indirect,temp staffing,temp staffing - Clearview IT Services,4398.96,PO-837852,CC200,Admin,net_30,paid
TXN-00847,2026-01-23,SUP026,Helix Consulting,indirect,catering,catering - Helix Consulting,9357.83,PO-345011,CC400,Quality,net_30,paid
TXN-01232,2026-01-23,SUP046,Atlas Abrasives,mro,abrasives,abrasives - Atlas Abrasives,758.34,PO-326667,CC400,Manufacturing,net_30,pending
TXN-01335,2026-01-23,SUP048,CoreShield Insulation,mro,insulation,insulation - CoreShield Insulation,5583.59,PO-678469,CC500,Quality,net_15,paid
TXN-01796,2026-01-23,SUP012,Redwood Rubber,direct-materials,raw steel,raw steel - Redwood Rubber,22802.01,PO-970177,CC300,Quality,net_30,paid
TXN-01864,2026-01-23,SUP015,Atlantic Carriers,logistics,drayage,drayage - Atlantic Carriers,15856.28,PO-579989,CC200,Admin,net_45,pending
TXN-02016,2026-01-23,SUP010,Keystone Coatings,direct-materials,polymers,polymers - Keystone Coatings,14040.5,PO-748322,CC400,Operations,net_15,paid
TXN-02317,2026-01-23,SUP023,Harbor Drayage,logistics,air freight,air freight - Harbor Drayage,13370.44,PO-449625,CC400,Operations,net_30,paid
TXN-02462,2026-01-23,SUP048,CoreShield Insulation,mro,abrasives,abrasives - CoreShield Insulation,786.35,PO-433713,CC500,Manufacturing,net_15,paid
TXN-00271,2026-01-24,SUP006,Summit Metals,direct-materials,electronic components,electronic components - Summit Metals,32135.05,PO-874568,CC100,Operations,net_30,paid
TXN-00348,2026-01-24,SUP039,Voltex Electrical,mro,bearings,bearings - Voltex Electrical,4094.26,PO-631221,CC400,Admin,net_30,paid
TXN-00511,2026-01-24,SUP031,Westside Catering,indirect,office supplies,office supplies - Westside Catering,7824.72,PO-309100,CC300,Manufacturing,net_15,pending
TXN-01141,2026-01-24,SUP033,Riverview Insurance,indirect,consulting,consulting - Riverview Insurance,6141.64,PO-690433,CC100,Engineering,net_45,paid
TXN-01384,2026-01-24,SUP016,Midwest Express,logistics,air freight,air freight - Midwest Express,24769.8,PO-221828,CC100,Engineering,net_30,paid
TXN-01592,2026-01-24,SUP011,Prairie Components,direct-materials,polymers,polymers - Prairie Components,43820.25,PO-703304,CC200,Admin,net_30,pending
TXN-01618,2026-01-24,SUP047,SignalFire Detection,mro,filtration,filtration - SignalFire Detection,7493.55,PO-586017,CC400,Admin,net_30,paid
TXN-01766,2026-01-24,SUP050,Beacon Calibration,mro,HVAC parts,HVAC parts - Beacon Calibration,4051.6,PO-482585,CC100,Operations,net_30,overdue
TXN-01994,2026-01-24,SUP044,LubeMax Industrial,mro,lubricants,lubricants - LubeMax Industrial,988.49,PO-118310,CC500,Operations,net_30,paid
TXN-02195,2026-01-24,SUP024,Pinnacle Office Solutions,indirect,consulting,consulting - Pinnacle Office Solutions,13432.94,PO-295881,CC200,Manufacturing,net_30,paid
TXN-02261,2026-01-24,SUP032,Metro Print Services,indirect,legal services,legal services - Metro Print Services,17816.33,PO-793411,CC500,Engineering,net_30,pending
TXN-02319,2026-01-24,SUP003,Pacific Aluminum,direct-materials,composite panels,composite panels - Pacific Aluminum,15583.5,PO-874494,CC100,Manufacturing,net_30,paid
TXN-00246,2026-01-25,SUP042,BearingPoint Mechanical,mro,filtration,filtration - BearingPoint Mechanical,5543.9,PO-108574,CC100,Quality,net_30,paid
TXN-00626,2026-01-25,SUP042,BearingPoint Mechanical,mro,filtration,filtration - BearingPoint Mechanical,4890.28,PO-544136,CC500,Engineering,net_30,paid
TXN-00644,2026-01-25,SUP027,Apex Legal Partners,indirect,print services,print services - Apex Legal Partners,17264.85,PO-110195,CC300,Operations,net_45,paid
TXN-01327,2026-01-25,SUP017,Pacific Logistics,logistics,ocean freight,ocean freight - Pacific Logistics,17883.56,PO-313660,CC100,Engineering,net_30,overdue
TXN-01353,2026-01-25,SUP024,Pinnacle Office Solutions,indirect,consulting,consulting - Pinnacle Office Solutions,8567.63,PO-950965,CC300,Manufacturing,net_30,overdue
TXN-02170,2026-01-25,SUP005,Cascade Fasteners,direct-materials,wire harness,wire harness - Cascade Fasteners,18262.17,PO-381452,CC200,Manufacturing,net_30,pending
TXN-00052,2026-01-26,SUP020,Lakeshore Warehousing,logistics,last mile,last mile - Lakeshore Warehousing,19576.45,PO-883826,CC500,Admin,net_30,pending
TXN-00578,2026-01-26,SUP028,Clearview IT Services,indirect,legal services,legal services - Clearview IT Services,15288.47,PO-969005,CC400,Manufacturing,net_30,paid
TXN-00597,2026-01-26,SUP018,Gulf Coast Shipping,logistics,ocean freight,ocean freight - Gulf Coast Shipping,21891.7,PO-305973,CC300,Manufacturing,net_30,paid
TXN-01223,2026-01-26,SUP011,Prairie Components,direct-materials,machined parts,machined parts - Prairie Components,18129.72,PO-406068,CC100,Operations,net_30,pending
TXN-01387,2026-01-26,SUP018,Gulf Coast Shipping,logistics,FTL domestic,FTL domestic - Gulf Coast Shipping,6888.18,PO-789247,CC500,Manufacturing,net_30,paid
TXN-01511,2026-01-26,SUP013,Pinnacle Alloys,direct-materials,specialty metals,specialty metals - Pinnacle Alloys,34791.99,PO-105181,CC100,Engineering,net_45,pending
TXN-01790,2026-01-26,SUP032,Metro Print Services,indirect,temp staffing,temp staffing - Metro Print Services,17829.72,PO-238094,CC400,Admin,net_30,pending
TXN-01948,2026-01-26,SUP014,Continental Freight,logistics,warehousing,warehousing - Continental Freight,17559.62,PO-831073,CC300,Engineering,net_45,paid
TXN-02125,2026-01-26,SUP031,Westside Catering,indirect,temp staffing,temp staffing - Westside Catering,15709.39,PO-907180,CC100,Quality,net_15,paid
TXN-02339,2026-01-26,SUP009,Harbor Wire,direct-materials,aluminum sheet,aluminum sheet - Harbor Wire,9954.77,PO-343060,CC200,Operations,net_30,pending
TXN-00674,2026-01-27,SUP036,Industrial Supply Co,mro,fire detection,fire detection - Industrial Supply Co,3836.34,PO-285636,CC500,Admin,net_30,paid
TXN-01123,2026-01-27,SUP015,Atlantic Carriers,logistics,drayage,drayage - Atlantic Carriers,22805.38,PO-148045,CC400,Engineering,net_45,paid
TXN-01657,2026-01-27,SUP002,Heartland Polymers,direct-materials,raw steel,raw steel - Heartland Polymers,30140.49,PO-664045,CC200,Manufacturing,net_45,paid
TXN-01949,2026-01-27,SUP033,Riverview Insurance,indirect,consulting,consulting - Riverview Insurance,17113.42,PO-814417,CC500,Engineering,net_45,pending
TXN-00372,2026-01-28,SUP050,Beacon Calibration,mro,HVAC parts,HVAC parts - Beacon Calibration,4573.3,PO-962570,CC100,Quality,net_30,paid
TXN-00560,2026-01-28,SUP045,ProWeld Gases,mro,electrical,electrical - ProWeld Gases,6382.68,PO-133875,CC300,Quality,net_30,paid
TXN-00701,2026-01-28,SUP029,Greenfield Facilities,indirect,IT services,IT services - Greenfield Facilities,6378.6,PO-484945,CC400,Manufacturing,net_30,pending
TXN-02488,2026-01-28,SUP022,Skybridge Air Cargo,logistics,warehousing,warehousing - Skybridge Air Cargo,14224.58,PO-762880,CC300,Admin,net_30,paid
TXN-01201,2026-01-29,SUP009,Harbor Wire,direct-materials,rubber seals,rubber seals - Harbor Wire,44940.99,PO-373820,CC100,Engineering,net_30,paid
TXN-01467,2026-01-29,SUP007,Liberty Composites,direct-materials,coatings,coatings - Liberty Composites,26366.98,PO-204545,CC400,Admin,net_30,paid
TXN-01896,2026-01-29,SUP024,Pinnacle Office Solutions,indirect,office supplies,office supplies - Pinnacle Office Solutions,8537.49,PO-232359,CC100,Operations,net_30,overdue
TXN-00215,2026-01-30,SUP039,Voltex Electrical,mro,cutting tools,cutting tools - Voltex Electrical,7963.24,PO-408036,CC300,Manufacturing,net_30,paid
TXN-00419,2026-01-30,SUP032,Metro Print Services,indirect,legal services,legal services - Metro Print Services,17963.49,PO-897423,CC200,Operations,net_30,paid
TXN-00585,2026-01-30,SUP048,CoreShield Insulation,mro,insulation,insulation - CoreShield Insulation,3432.44,PO-409307,CC200,Engineering,net_15,paid
TXN-01586,2026-01-30,SUP024,Pinnacle Office Solutions,indirect,insurance,insurance - Pinnacle Office Solutions,14277.36,PO-175460,CC300,Operations,net_30,paid
TXN-01893,2026-01-30,SUP014,Continental Freight,logistics,warehousing,warehousing - Continental Freight,12970.26,PO-561229,CC100,Engineering,net_45,paid
TXN-01968,2026-01-30,SUP021,Patriot Trucking,logistics,last mile,last mile - Patriot Trucking,23061.07,PO-774442,CC200,Engineering,net_15,paid
TXN-02452,2026-01-30,SUP040,AquaPure Filtration,mro,filtration,filtration - AquaPure Filtration,5067.21,PO-116951,CC200,Operations,net_30,pending
TXN-02469,2026-01-30,SUP015,Atlantic Carriers,logistics,air freight,air freight - Atlantic Carriers,22058.43,PO-700408,CC100,Engineering,net_45,paid
TXN-00460,2026-01-31,SUP025,Bright Spark Energy,indirect,energy,energy - Bright Spark Energy,4154.92,PO-197627,CC300,Admin,net_45,overdue
TXN-00519,2026-01-31,SUP027,Apex Legal Partners,indirect,energy,energy - Apex Legal Partners,8831.19,PO-365015,CC400,Operations,net_45,paid
TXN-00587,2026-01-31,SUP037,SafeGuard PPE,mro,lubricants,lubricants - SafeGuard PPE,4974.91,PO-189261,CC300,Operations,net_30,paid
TXN-00670,2026-01-31,SUP007,Liberty Composites,direct-materials,plastic resin,plastic resin - Liberty Composites,11535.49,PO-156440,CC100,Quality,net_30,paid
TXN-01119,2026-01-31,SUP048,CoreShield Insulation,mro,PPE,PPE - CoreShield Insulation,4165.95,PO-465584,CC100,Manufacturing,net_15,paid
TXN-01287,2026-01-31,SUP006,Summit Metals,direct-materials,machined parts,machined parts - Summit Metals,19149.89,PO-589478,CC200,Quality,net_30,overdue
TXN-01330,2026-01-31,SUP008,Frontier Plastics,direct-materials,machined parts,machined parts - Frontier Plastics,27664.4,PO-526541,CC100,Engineering,net_30,paid
TXN-01439,2026-01-31,SUP010,Keystone Coatings,direct-materials,fasteners,fasteners - Keystone Coatings,36353.74,PO-936116,CC100,Quality,net_15,paid
TXN-01595,2026-01-31,SUP049,Ridgeline Hydraulics,mro,electrical,electrical - Ridgeline Hydraulics,945.44,PO-956437,CC300,Manufacturing,net_30,paid
TXN-02116,2026-01-31,SUP047,SignalFire Detection,mro,HVAC parts,HVAC parts - SignalFire Detection,6773.52,PO-514146,CC500,Quality,net_30,paid
TXN-00096,2026-02-01,SUP032,Metro Print Services,indirect,temp staffing,temp staffing - Metro Print Services,6255.59,PO-138479,CC400,Manufacturing,net_30,paid
TXN-00225,2026-02-01,SUP021,Patriot Trucking,logistics,LTL domestic,LTL domestic - Patriot Trucking,17692.48,PO-668507,CC300,Engineering,net_15,pending
TXN-00282,2026-02-01,SUP039,Voltex Electrical,mro,fire detection,fire detection - Voltex Electrical,3302.19,PO-593699,CC500,Operations,net_30,pending
TXN-00371,2026-02-01,SUP030,Nova Staffing,indirect,catering,catering - Nova Staffing,10833.23,PO-635618,CC100,Admin,net_30,paid
TXN-00438,2026-02-01,SUP042,BearingPoint Mechanical,mro,bearings,bearings - BearingPoint Mechanical,2713.29,PO-602300,CC100,Manufacturing,net_30,paid
TXN-00691,2026-02-01,SUP011,Prairie Components,direct-materials,raw steel,raw steel - Prairie Components,31279.08,PO-646230,CC100,Engineering,net_30,paid
TXN-01375,2026-02-01,SUP003,Pacific Aluminum,direct-materials,composite panels,composite panels - Pacific Aluminum,12729.78,PO-846169,CC300,Admin,net_30,overdue
TXN-01385,2026-02-01,SUP024,Pinnacle Office Solutions,indirect,marketing,marketing - Pinnacle Office Solutions,6855.27,PO-376864,CC200,Quality,net_30,pending
TXN-02166,2026-02-01,SUP005,Cascade Fasteners,direct-materials,composite panels,composite panels - Cascade Fasteners,17343.82,PO-512175,CC100,Manufacturing,net_30,paid
TXN-02167,2026-02-01,SUP017,Pacific Logistics,logistics,expedited,expedited - Pacific Logistics,23411.73,PO-711931,CC300,Admin,net_30,paid
TXN-02200,2026-02-01,SUP032,Metro Print Services,indirect,temp staffing,temp staffing - Metro Print Services,12679.17,PO-667771,CC400,Admin,net_30,paid
TXN-02506,2026-02-01,SUP021,Patriot Trucking,logistics,last mile,last mile - Patriot Trucking,23722.75,PO-774442,CC200,Engineering,net_15,paid
TXN-00596,2026-02-02,SUP023,Harbor Drayage,logistics,expedited,expedited - Harbor Drayage,20044.87,PO-214119,CC200,Admin,net_30,paid
TXN-00599,2026-02-02,SUP038,Precision Tools USA,mro,industrial supplies,industrial supplies - Precision Tools USA,2095.71,PO-373276,CC500,Admin,net_30,paid
TXN-01382,2026-02-02,SUP015,Atlantic Carriers,logistics,warehousing,warehousing - Atlantic Carriers,9520.0,PO-224888,CC200,Operations,net_45,paid
TXN-02129,2026-02-02,SUP031,Westside Catering,indirect,IT services,IT services - Westside Catering,2066.65,PO-914915,CC400,Operations,net_15,paid
TXN-02173,2026-02-02,SUP037,SafeGuard PPE,mro,calibration services,calibration services - SafeGuard PPE,6137.95,PO-470725,CC200,Operations,net_30,paid
TXN-00018,2026-02-03,SUP042,BearingPoint Mechanical,mro,abrasives,abrasives - BearingPoint Mechanical,4467.06,PO-413921,CC100,Operations,net_30,paid
TXN-00206,2026-02-03,SUP034,Cornerstone Training,indirect,print services,print services - Cornerstone Training,10477.35,PO-121322,CC400,Quality,net_30,paid
TXN-00586,2026-02-03,SUP047,SignalFire Detection,mro,industrial supplies,industrial supplies - SignalFire Detection,5359.55,PO-682032,CC200,Manufacturing,net_30,paid
TXN-00719,2026-02-03,SUP045,ProWeld Gases,mro,calibration services,calibration services - ProWeld Gases,6667.53,PO-636107,CC500,Admin,net_30,pending
TXN-00880,2026-02-03,SUP027,Apex Legal Partners,indirect,facilities maintenance,facilities maintenance - Apex Legal Partners,4272.84,PO-273021,CC400,Operations,net_45,pending
TXN-00984,2026-02-03,SUP037,SafeGuard PPE,mro,abrasives,abrasives - SafeGuard PPE,5562.68,PO-818666,CC500,Admin,net_30,paid
TXN-01341,2026-02-03,SUP004,Apex Electronics,direct-materials,fasteners,fasteners - Apex Electronics,11129.65,PO-616791,CC100,Quality,net_30,paid
TXN-01477,2026-02-03,SUP041,ThermaFlow HVAC,mro,hydraulic parts,hydraulic parts - ThermaFlow HVAC,7374.99,PO-266779,CC300,Operations,net_30,paid
TXN-01681,2026-02-03,SUP024,Pinnacle Office Solutions,indirect,legal services,legal services - Pinnacle Office Solutions,6969.78,PO-868956,CC200,Manufacturing,net_30,paid
TXN-02162,2026-02-03,SUP044,LubeMax Industrial,mro,lubricants,lubricants - LubeMax Industrial,3211.15,PO-436742,CC200,Quality,net_30,paid
TXN-00815,2026-02-04,SUP046,Atlas Abrasives,mro,HVAC parts,HVAC parts - Atlas Abrasives,6475.68,PO-780999,CC100,Engineering,net_30,paid
TXN-01042,2026-02-04,SUP032,Metro Print Services,indirect,consulting,consulting - Metro Print Services,14100.64,PO-994470,CC400,Manufacturing,net_30,paid
TXN-01136,2026-02-04,SUP038,Precision Tools USA,mro,electrical,electrical - Precision Tools USA,5563.23,PO-783200,CC200,Engineering,net_30,paid
TXN-01142,2026-02-04,SUP045,ProWeld Gases,mro,cutting tools,cutting tools - ProWeld Gases,1422.33,PO-393033,CC400,Operations,net_30,paid
TXN-02326,2026-02-04,SUP023,Harbor Drayage,logistics,expedited,expedited - Harbor Drayage,23562.41,PO-829744,CC200,Manufacturing,net_30,paid
TXN-02427,2026-02-04,SUP039,Voltex Electrical,mro,industrial supplies,industrial supplies - Voltex Electrical,1528.95,PO-937463,CC100,Quality,net_30,paid
TXN-00044,2026-02-05,SUP045,ProWeld Gases,mro,industrial supplies,industrial supplies - ProWeld Gases,4384.68,PO-361303,CC100,Quality,net_30,paid
TXN-00082,2026-02-05,SUP006,Summit Metals,direct-materials,polymers,polymers - Summit Metals,44774.97,PO-901577,CC400,Admin,net_30,paid
TXN-00697,2026-02-05,SUP009,Harbor Wire,direct-materials,specialty metals,specialty metals - Harbor Wire,26050.19,PO-926867,CC300,Quality,net_30,paid
TXN-00776,2026-02-05,SUP036,Industrial Supply Co,mro,abrasives,abrasives - Industrial Supply Co,2585.85,PO-959959,CC200,Manufacturing,net_30,paid
TXN-02139,2026-02-05,SUP031,Westside Catering,indirect,temp staffing,temp staffing - Westside Catering,2053.36,PO-836150,CC400,Manufacturing,net_15,paid
TXN-02451,2026-02-05,SUP030,Nova Staffing,indirect,office supplies,office supplies - Nova Staffing,13956.89,PO-719323,CC500,Engineering,net_30,paid
TXN-00025,2026-02-06,SUP016,Midwest Express,logistics,drayage,drayage - Midwest Express,17672.54,PO-526117,CC500,Operations,net_30,pending
TXN-00287,2026-02-06,SUP027,Apex Legal Partners,indirect,office supplies,office supplies - Apex Legal Partners,9037.17,PO-584838,CC300,Manufacturing,net_45,paid
TXN-00910,2026-02-06,SUP024,Pinnacle Office Solutions,indirect,training,training - Pinnacle Office Solutions,7546.14,PO-839113,CC100,Admin,net_30,paid
TXN-01588,2026-02-06,SUP033,Riverview Insurance,indirect,insurance,insurance - Riverview Insurance,7309.75,PO-994877,CC200,Manufacturing,net_45,paid
TXN-02338,2026-02-06,SUP015,Atlantic Carriers,logistics,LTL domestic,LTL domestic - Atlantic Carriers,19214.08,PO-602605,CC400,Admin,net_45,paid
TXN-00022,2026-02-07,SUP029,Greenfield Facilities,indirect,temp staffing,temp staffing - Greenfield Facilities,10602.73,PO-110139,CC100,Manufacturing,net_30,pending
TXN-00152,2026-02-07,SUP036,Industrial Supply Co,mro,lubricants,lubricants - Industrial Supply Co,949.86,PO-445658,CC100,Quality,net_30,paid
TXN-00303,2026-02-07,SUP010,Keystone Coatings,direct-materials,raw steel,raw steel - Keystone Coatings,37813.72,PO-532723,CC400,Admin,net_15,paid
TXN-00572,2026-02-07,SUP019,Mountain Transport,logistics,expedited,expedited - Mountain Transport,7805.8,PO-963699,CC100,Manufacturing,net_30,paid
TXN-01501,2026-02-07,SUP014,Continental Freight,logistics,LTL domestic,LTL domestic - Continental Freight,14599.77,PO-391554,CC500,Manufacturing,net_45,paid
TXN-01689,2026-02-07,SUP006,Summit Metals,direct-materials,composite panels,composite panels - Summit Metals,16223.36,PO-392089,CC400,Engineering,net_30,pending
TXN-01696,2026-02-07,SUP001,Great Lakes Steel,direct-materials,electronic components,electronic components - Great Lakes Steel,17921.36,PO-933298,CC400,Admin,net_45,paid
TXN-02262,2026-02-07,SUP016,Midwest Express,logistics,last mile,last mile - Midwest Express,23363.84,PO-860973,CC300,Operations,net_30,paid
TXN-02289,2026-02-07,SUP007,Liberty Composites,direct-materials,coatings,coatings - Liberty Composites,17778.44,PO-932681,CC200,Manufacturing,net_30,paid
TXN-00445,2026-02-08,SUP045,ProWeld Gases,mro,welding gases,welding gases - ProWeld Gases,3137.62,PO-249005,CC500,Operations,net_30,pending
TXN-00468,2026-02-08,SUP030,Nova Staffing,indirect,IT services,IT services - Nova Staffing,5846.11,PO-164633,CC200,Manufacturing,net_30,paid
TXN-00614,2026-02-08,SUP034,Cornerstone Training,indirect,insurance,insurance - Cornerstone Training,17310.93,PO-768595,CC100,Engineering,net_30,pending
TXN-01046,2026-02-08,SUP011,Prairie Components,direct-materials,fasteners,fasteners - Prairie Components,35747.66,PO-795350,CC500,Operations,net_30,paid
TXN-01575,2026-02-08,SUP010,Keystone Coatings,direct-materials,rubber seals,rubber seals - Keystone Coatings,21019.08,PO-455772,CC400,Operations,net_15,paid
TXN-01814,2026-02-08,SUP002,Heartland Polymers,direct-materials,specialty metals,specialty metals - Heartland Polymers,16177.8,PO-480343,CC300,Engineering,net_45,pending
TXN-02105,2026-02-08,SUP001,Great Lakes Steel,direct-materials,raw steel,raw steel - Great Lakes Steel,44845.99,PO-975972,CC400,Admin,net_45,overdue
TXN-02137,2026-02-08,SUP009,Harbor Wire,direct-materials,coatings,coatings - Harbor Wire,12883.96,PO-124828,CC400,Quality,net_30,paid
TXN-02407,2026-02-08,SUP050,Beacon Calibration,mro,bearings,bearings - Beacon Calibration,7768.33,PO-687043,CC100,Quality,net_30,paid
TXN-00158,2026-02-09,SUP023,Harbor Drayage,logistics,ocean freight,ocean freight - Harbor Drayage,3134.33,PO-789275,CC400,Manufacturing,net_30,paid
TXN-00175,2026-02-09,SUP049,Ridgeline Hydraulics,mro,abrasives,abrasives - Ridgeline Hydraulics,4846.01,PO-774225,CC500,Engineering,net_30,pending
TXN-00324,2026-02-09,SUP028,Clearview IT Services,indirect,facilities maintenance,facilities maintenance - Clearview IT Services,12140.97,PO-999636,CC100,Admin,net_30,pending
TXN-00771,2026-02-09,SUP003,Pacific Aluminum,direct-materials,specialty metals,specialty metals - Pacific Aluminum,36425.63,PO-791567,CC200,Operations,net_30,pending
TXN-00453,2026-02-10,SUP045,ProWeld Gases,mro,bearings,bearings - ProWeld Gases,7615.24,PO-133955,CC200,Admin,net_30,paid
TXN-00477,2026-02-10,SUP008,Frontier Plastics,direct-materials,aluminum sheet,aluminum sheet - Frontier Plastics,23334.37,PO-716493,CC500,Manufacturing,net_30,pending
TXN-00990,2026-02-10,SUP021,Patriot Trucking,logistics,last mile,last mile - Patriot Trucking,3822.31,PO-639764,CC400,Engineering,net_15,paid
TXN-01209,2026-02-10,SUP010,Keystone Coatings,direct-materials,specialty metals,specialty metals - Keystone Coatings,44158.0,PO-760434,CC500,Admin,net_15,paid
TXN-01438,2026-02-10,SUP039,Voltex Electrical,mro,cutting tools,cutting tools - Voltex Electrical,1062.49,PO-758285,CC400,Manufacturing,net_30,pending
TXN-01732,2026-02-10,SUP023,Harbor Drayage,logistics,expedited,expedited - Harbor Drayage,5589.72,PO-976720,CC100,Admin,net_30,pending
TXN-01750,2026-02-10,SUP045,ProWeld Gases,mro,electrical,electrical - ProWeld Gases,7571.35,PO-888371,CC200,Operations,net_30,paid
TXN-01996,2026-02-10,SUP037,SafeGuard PPE,mro,bearings,bearings - SafeGuard PPE,938.13,PO-225453,CC200,Manufacturing,net_30,paid
TXN-02227,2026-02-10,SUP027,Apex Legal Partners,indirect,temp staffing,temp staffing - Apex Legal Partners,13751.64,PO-447302,CC300,Manufacturing,net_45,paid
TXN-01051,2026-02-11,SUP047,SignalFire Detection,mro,calibration services,calibration services - SignalFire Detection,7998.66,PO-235602,CC200,Manufacturing,net_30,pending
TXN-01062,2026-02-11,SUP007,Liberty Composites,direct-materials,rubber seals,rubber seals - Liberty Composites,25192.29,PO-952308,CC300,Engineering,net_30,paid
TXN-01446,2026-02-11,SUP007,Liberty Composites,direct-materials,aluminum sheet,aluminum sheet - Liberty Composites,18754.44,PO-518675,CC100,Operations,net_30,paid
TXN-01589,2026-02-11,SUP041,ThermaFlow HVAC,mro,PPE,PPE - ThermaFlow HVAC,3320.89,PO-181939,CC200,Admin,net_30,paid
TXN-00415,2026-02-12,SUP021,Patriot Trucking,logistics,LTL domestic,LTL domestic - Patriot Trucking,8967.68,PO-490917,CC100,Admin,net_15,paid
TXN-00795,2026-02-12,SUP041,ThermaFlow HVAC,mro,cutting tools,cutting tools - ThermaFlow HVAC,4507.05,PO-735111,CC400,Operations,net_30,paid
TXN-00862,2026-02-12,SUP007,Liberty Composites,direct-materials,polymers,polymers - Liberty Composites,9289.85,PO-862886,CC300,Quality,net_30,paid
TXN-01116,2026-02-12,SUP027,Apex Legal Partners,indirect,facilities maintenance,facilities maintenance - Apex Legal Partners,3320.55,PO-403657,CC100,Admin,net_45,paid
TXN-01286,2026-02-12,SUP013,Pinnacle Alloys,direct-materials,wire harness,wire harness - Pinnacle Alloys,34341.85,PO-922987,CC500,Manufacturing,net_45,paid
TXN-01316,2026-02-12,SUP042,BearingPoint Mechanical,mro,filtration,filtration - BearingPoint Mechanical,5770.53,PO-231319,CC100,Engineering,net_30,paid
TXN-01473,2026-02-12,SUP039,Voltex Electrical,mro,cutting tools,cutting tools - Voltex Electrical,2881.03,PO-550908,CC200,Admin,net_30,overdue
TXN-01658,2026-02-12,SUP002,Heartland Polymers,direct-materials,fasteners,fasteners - Heartland Polymers,21673.0,PO-547220,CC400,Admin,net_45,paid
TXN-01997,2026-02-12,SUP005,Cascade Fasteners,direct-materials,plastic resin,plastic resin - Cascade Fasteners,8732.35,PO-776111,CC400,Engineering,net_30,paid
TXN-02175,2026-02-12,SUP002,Heartland Polymers,direct-materials,polymers,polymers - Heartland Polymers,43315.51,PO-876424,CC500,Engineering,net_45,pending
TXN-00806,2026-02-13,SUP010,Keystone Coatings,direct-materials,fasteners,fasteners - Keystone Coatings,42901.28,PO-356717,CC200,Manufacturing,net_15,paid
TXN-00838,2026-02-13,SUP031,Westside Catering,indirect,catering,catering - Westside Catering,8991.57,PO-869460,CC300,Quality,net_15,paid
TXN-00840,2026-02-13,SUP041,ThermaFlow HVAC,mro,cutting tools,cutting tools - ThermaFlow HVAC,4048.7,PO-154127,CC300,Admin,net_30,paid
TXN-01294,2026-02-13,SUP013,Pinnacle Alloys,direct-materials,polymers,polymers - Pinnacle Alloys,35550.86,PO-485600,CC200,Engineering,net_45,overdue
TXN-01852,2026-02-13,SUP006,Summit Metals,direct-materials,specialty metals,specialty metals - Summit Metals,24215.66,PO-673136,CC300,Admin,net_30,paid
TXN-02157,2026-02-13,SUP044,LubeMax Industrial,mro,abrasives,abrasives - LubeMax Industrial,5039.04,PO-243935,CC400,Engineering,net_30,paid
TXN-02192,2026-02-13,SUP015,Atlantic Carriers,logistics,FTL domestic,FTL domestic - Atlantic Carriers,22179.82,PO-786420,CC200,Engineering,net_45,paid
TXN-02400,2026-02-13,SUP005,Cascade Fasteners,direct-materials,fasteners,fasteners - Cascade Fasteners,37721.6,PO-290608,CC100,Quality,net_30,overdue
TXN-00051,2026-02-14,SUP038,Precision Tools USA,mro,industrial supplies,industrial supplies - Precision Tools USA,7595.47,PO-498858,CC400,Manufacturing,net_30,pending
TXN-00639,2026-02-14,SUP013,Pinnacle Alloys,direct-materials,composite panels,composite panels - Pinnacle Alloys,24826.08,PO-104877,CC300,Operations,net_45,paid
TXN-01217,2026-02-14,SUP043,FloorMaster Surfaces,mro,welding gases,welding gases - FloorMaster Surfaces,4060.85,PO-425387,CC500,Operations,net_15,paid
TXN-01320,2026-02-14,SUP021,Patriot Trucking,logistics,ocean freight,ocean freight - Patriot Trucking,5707.0,PO-316247,CC200,Manufacturing,net_15,paid
TXN-02114,2026-02-14,SUP035,Prism Marketing,indirect,energy,energy - Prism Marketing,2192.64,PO-104236,CC300,Admin,net_15,paid
TXN-00093,2026-02-15,SUP049,Ridgeline Hydraulics,mro,filtration,filtration - Ridgeline Hydraulics,5542.11,PO-142185,CC200,Quality,net_30,paid
TXN-00624,2026-02-15,SUP001,Great Lakes Steel,direct-materials,raw steel,raw steel - Great Lakes Steel,34238.51,PO-647923,CC100,Admin,net_45,paid
