transaction_id,date,category,supplier,description,amount_usd,po_number,cost_center
TXN-2270,2025-07-10,MRO,ToolWorks Inc,MRO services,37543.8,PO-2270,CC-323
TXN-1398,2025-12-12,Logistics,Horizon Distribution,Logistics services,90461.48,PO-1398,CC-106
TXN-2251,2025-06-02,MRO,ToolWorks Inc,MRO services,53891.41,PO-2251,CC-490
TXN-1009,2025-05-05,IT services,Pinnacle IT Group,IT services services,67072.63,PO-1009,CC-320
TXN-1671,2026-02-05,Facilities,Meridian Maintenance Group,Facilities services,62707.48,PO-1671,CC-382
TXN-2222,2026-04-28,Professional services,Whitfield Advisory,Professional services services,30544.63,PO-2222,CC-502
TXN-1055,2025-07-21,IT services,Pinnacle IT Group,IT services services,119349.64,PO-1055,CC-482
TXN-1278,2025-07-23,Logistics,SwiftLine Freight,Logistics services,63532.99,PO-1278,CC-398
TXN-1633,2025-12-15,Facilities,SafeGuard Security,Facilities services,43246.15,PO-1633,CC-763
TXN-1714,2025-05-22,Raw materials,Great Lakes Steel,Raw materials services,85397.48,PO-1714,CC-149
TXN-2328,2025-10-05,MRO,FastParts Direct,MRO services,56794.84,PO-2328,CC-556
TXN-1206,2026-03-27,IT services,Pinnacle IT Group,IT services services,77020.63,PO-1206,CC-848
TXN-1291,2025-07-25,Logistics,National Carriers Inc,Logistics services,46681.25,PO-1291,CC-520
TXN-1062,2025-08-18,IT services,TechBridge Systems,IT services services,78660.28,PO-1062,CC-235
TXN-1175,2026-02-01,IT services,NetSecure Corp,IT services services,74702.7,PO-1175,CC-498
TXN-1262,2025-06-19,Logistics,Horizon Distribution,Logistics services,43367.49,PO-1262,CC-546
TXN-2052,2025-08-15,Professional services,Broadview Analytics,Professional services services,26798.61,PO-2052,CC-576
TXN-2165,2026-02-04,Professional services,Whitfield Advisory,Professional services services,45212.06,PO-2165,CC-623
TXN-1680,2026-03-05,Facilities,SafeGuard Security,Facilities services,48103.46,PO-1680,CC-776
TXN-2440,2026-04-28,MRO,Grainger West,MRO services,28662.54,PO-2440,CC-745
TXN-2309,2025-09-20,MRO,FastParts Direct,MRO services,27107.3,PO-2309,CC-171
TXN-2218,2026-04-12,Professional services,Keystone Legal,Professional services services,51553.03,PO-2218,CC-818
TXN-1685,2026-03-10,Facilities,GreenSpace Facilities,Facilities services,59289.14,PO-1685,CC-485
TXN-1716,2025-05-05,Raw materials,Heartland Polymers,Raw materials services,33561.74,PO-1716,CC-109
TXN-2195,2026-03-22,Professional services,Nexus Staffing,Professional services services,35624.65,PO-2195,CC-994
TXN-2362,2025-12-22,MRO,Industrial Supply Co,MRO services,26797.62,PO-2362,CC-233
TXN-1748,2025-06-26,Raw materials,Great Lakes Steel,Raw materials services,67016.36,PO-1748,CC-561
TXN-1638,2026-01-04,Facilities,ProClean Services,Facilities services,58804.39,PO-1638,CC-289
TXN-1495,2025-05-22,Facilities,GreenSpace Facilities,Facilities services,44866.32,PO-1495,CC-187
TXN-2346,2025-11-21,MRO,FastParts Direct,MRO services,49276.96,PO-2346,CC-953
TXN-1265,2025-06-23,Logistics,SwiftLine Freight,Logistics services,52805.69,PO-1265,CC-607
TXN-2069,2025-09-09,Professional services,Nexus Staffing,Professional services services,40650.68,PO-2069,CC-632
TXN-1536,2025-07-28,Facilities,SafeGuard Security,Facilities services,90823.04,PO-1536,CC-261
TXN-1560,2025-08-23,Facilities,SafeGuard Security,Facilities services,62245.24,PO-1560,CC-161
TXN-1209,2026-03-22,IT services,Pinnacle IT Group,IT services services,85400.28,PO-1209,CC-488
TXN-2312,2025-09-14,MRO,ToolWorks Inc,MRO services,59075.91,PO-2312,CC-272
TXN-2368,2025-12-03,MRO,FastParts Direct,MRO services,63701.22,PO-2368,CC-390
TXN-1892,2026-01-05,Raw materials,Great Lakes Steel,Raw materials services,82525.95,PO-1892,CC-870
TXN-1215,2026-04-23,IT services,RapidDeploy LLC,IT services services,100432.44,PO-1215,CC-587
TXN-1340,2025-10-08,Logistics,Horizon Distribution,Logistics services,38712.93,PO-1340,CC-582
TXN-1024,2025-06-25,IT services,NetSecure Corp,IT services services,107192.57,PO-1024,CC-157
TXN-1483,2026-04-04,Logistics,Redline Logistics LLC,Logistics services,52098.13,PO-1483,CC-959
TXN-1461,2026-03-05,Logistics,National Carriers Inc,Logistics services,44036.7,PO-1461,CC-258
TXN-1914,2026-02-21,Raw materials,Bayshore Materials,Raw materials services,74645.06,PO-1914,CC-797
TXN-1114,2025-10-08,IT services,TechBridge Systems,IT services services,52249.43,PO-1114,CC-985
TXN-1824,2025-10-14,Raw materials,Heartland Polymers,Raw materials services,59730.56,PO-1824,CC-710
TXN-1711,2025-05-24,Raw materials,Pacific Aluminum,Raw materials services,39547.52,PO-1711,CC-659
TXN-1352,2025-10-22,Logistics,Horizon Distribution,Logistics services,38140.75,PO-1352,CC-476
TXN-2335,2025-10-11,MRO,Industrial Supply Co,MRO services,66886.29,PO-2335,CC-205
TXN-1295,2025-08-11,Logistics,Coastal Transport Co,Logistics services,93249.77,PO-1295,CC-990
TXN-2143,2026-01-16,Professional services,Broadview Analytics,Professional services services,44452.7,PO-2143,CC-492
TXN-1853,2025-11-09,Raw materials,Apex Electronics,Raw materials services,83836.33,PO-1853,CC-987
TXN-2245,2025-06-06,MRO,ToolWorks Inc,MRO services,56477.66,PO-2245,CC-393
TXN-1636,2025-12-28,Facilities,Meridian Maintenance Group,Facilities services,44094.81,PO-1636,CC-754
TXN-2374,2025-12-20,MRO,Grainger West,MRO services,48096.94,PO-2374,CC-382
TXN-1997,2025-06-08,Professional services,Sterling Consulting,Professional services services,36799.32,PO-1997,CC-372
TXN-1758,2025-07-04,Raw materials,Cascade Fasteners,Raw materials services,59826.05,PO-1758,CC-126
TXN-2066,2025-09-27,Professional services,Broadview Analytics,Professional services services,34538.89,PO-2066,CC-742
TXN-1958,2026-04-09,Raw materials,Heartland Polymers,Raw materials services,43536.51,PO-1958,CC-971
TXN-1874,2025-12-09,Raw materials,Heartland Polymers,Raw materials services,81215.93,PO-1874,CC-195
TXN-2371,2025-12-07,MRO,Industrial Supply Co,MRO services,39529.86,PO-2371,CC-804
TXN-1776,2025-08-11,Raw materials,Cascade Fasteners,Raw materials services,75753.03,PO-1776,CC-485
TXN-2152,2026-01-16,Professional services,Whitfield Advisory,Professional services services,41467.81,PO-2152,CC-467
TXN-2178,2026-02-11,Professional services,Keystone Legal,Professional services services,64046.79,PO-2178,CC-536
TXN-2162,2026-02-21,Professional services,Whitfield Advisory,Professional services services,58811.04,PO-2162,CC-109
TXN-1205,2026-03-18,IT services,RapidDeploy LLC,IT services services,104426.43,PO-1205,CC-893
TXN-1240,2025-05-19,Logistics,National Carriers Inc,Logistics services,50740.65,PO-1240,CC-539
TXN-1838,2025-10-18,Raw materials,Great Lakes Steel,Raw materials services,45375.25,PO-1838,CC-943
TXN-2291,2025-08-03,MRO,Industrial Supply Co,MRO services,54250.37,PO-2291,CC-466
TXN-2322,2025-10-18,MRO,FastParts Direct,MRO services,63530.38,PO-2322,CC-366
TXN-1150,2025-12-21,IT services,Pinnacle IT Group,IT services services,72994.85,PO-1150,CC-689
TXN-2275,2025-07-04,MRO,Grainger West,MRO services,63965.37,PO-2275,CC-495
TXN-2121,2025-12-11,Professional services,Nexus Staffing,Professional services services,64756.28,PO-2121,CC-843
TXN-2083,2025-10-08,Professional services,Sterling Consulting,Professional services services,72456.18,PO-2083,CC-237
TXN-1842,2025-11-02,Raw materials,Heartland Polymers,Raw materials services,47137.35,PO-1842,CC-560
TXN-1632,2025-12-26,Facilities,GreenSpace Facilities,Facilities services,50449.09,PO-1632,CC-215
TXN-1359,2025-10-07,Logistics,Coastal Transport Co,Logistics services,45000.92,PO-1359,CC-932
TXN-1174,2026-02-16,IT services,RapidDeploy LLC,IT services services,111579.68,PO-1174,CC-324
TXN-1996,2025-06-08,Professional services,Keystone Legal,Professional services services,62336.68,PO-1996,CC-263
TXN-2009,2025-06-06,Professional services,Whitfield Advisory,Professional services services,41370.68,PO-2009,CC-921
TXN-1025,2025-06-26,IT services,DataVault Inc,IT services services,105512.31,PO-1025,CC-423
TXN-1672,2026-02-24,Facilities,Meridian Maintenance Group,Facilities services,93830.95,PO-1672,CC-883
TXN-1609,2025-11-19,Facilities,SafeGuard Security,Facilities services,51425.14,PO-1609,CC-792
TXN-1353,2025-10-21,Logistics,Coastal Transport Co,Logistics services,89198.85,PO-1353,CC-467
TXN-2450,2026-04-13,MRO,Grainger West,MRO services,62777.26,PO-2450,CC-728
TXN-2028,2025-07-02,Professional services,Sterling Consulting,Professional services services,60052.1,PO-2028,CC-495
TXN-2018,2025-07-13,Professional services,Nexus Staffing,Professional services services,64679.49,PO-2018,CC-414
TXN-1375,2025-11-18,Logistics,Coastal Transport Co,Logistics services,72104.88,PO-1375,CC-829
TXN-1434,2026-02-21,Logistics,Coastal Transport Co,Logistics services,52385.98,PO-1434,CC-423
TXN-1424,2026-01-10,Logistics,Redline Logistics LLC,Logistics services,57003.34,PO-1424,CC-863
TXN-1688,2026-03-18,Facilities,GreenSpace Facilities,Facilities services,92351.16,PO-1688,CC-522
TXN-1116,2025-11-24,IT services,Pinnacle IT Group,IT services services,41890.84,PO-1116,CC-440
TXN-1092,2025-09-17,IT services,CloudStack Solutions,IT services services,82828.71,PO-1092,CC-371
TXN-1977,2025-05-27,Professional services,Nexus Staffing,Professional services services,53443.94,PO-1977,CC-176
TXN-1702,2026-04-26,Facilities,GreenSpace Facilities,Facilities services,63058.6,PO-1702,CC-839
TXN-2446,2026-04-14,MRO,ToolWorks Inc,MRO services,38134.41,PO-2446,CC-224
TXN-1441,2026-02-26,Logistics,National Carriers Inc,Logistics services,68748.24,PO-1441,CC-856
TXN-2127,2025-12-06,Professional services,Nexus Staffing,Professional services services,62143.59,PO-2127,CC-796
TXN-1273,2025-07-10,Logistics,Coastal Transport Co,Logistics services,40155.39,PO-1273,CC-548
TXN-1074,2025-08-16,IT services,DataVault Inc,IT services services,53187.99,PO-1074,CC-592
TXN-1249,2025-05-07,Logistics,Coastal Transport Co,Logistics services,73893.47,PO-1249,CC-535
TXN-1253,2025-06-15,Logistics,Coastal Transport Co,Logistics services,90439.52,PO-1253,CC-227
TXN-2131,2025-12-16,Professional services,Broadview Analytics,Professional services services,66488.3,PO-2131,CC-154
TXN-1754,2025-07-11,Raw materials,Heartland Polymers,Raw materials services,73252.36,PO-1754,CC-469
TXN-2358,2025-12-17,MRO,Industrial Supply Co,MRO services,23335.94,PO-2358,CC-980
TXN-1575,2025-09-01,Facilities,GreenSpace Facilities,Facilities services,51291.91,PO-1575,CC-967
TXN-1201,2026-03-27,IT services,CloudStack Solutions,IT services services,107729.28,PO-1201,CC-601
TXN-1964,2026-04-25,Raw materials,Cascade Fasteners,Raw materials services,50716.99,PO-1964,CC-312
TXN-1668,2026-02-08,Facilities,Meridian Maintenance Group,Facilities services,80151.85,PO-1668,CC-954
TXN-1405,2026-01-02,Logistics,SwiftLine Freight,Logistics services,79827.74,PO-1405,CC-790
TXN-1500,2025-05-21,Facilities,Meridian Maintenance Group,Facilities services,80483.65,PO-1500,CC-206
TXN-2129,2025-12-10,Professional services,Whitfield Advisory,Professional services services,61223.03,PO-2129,CC-530
TXN-1573,2025-09-07,Facilities,GreenSpace Facilities,Facilities services,95742.04,PO-1573,CC-697
TXN-2071,2025-09-26,Professional services,Nexus Staffing,Professional services services,53515.65,PO-2071,CC-529
TXN-1139,2025-12-20,IT services,TechBridge Systems,IT services services,111978.34,PO-1139,CC-682
TXN-1781,2025-08-10,Raw materials,Heartland Polymers,Raw materials services,55454.16,PO-1781,CC-951
TXN-1134,2025-12-20,IT services,TechBridge Systems,IT services services,113412.41,PO-1134,CC-421
TXN-2363,2025-12-25,MRO,Industrial Supply Co,MRO services,63108.69,PO-2363,CC-794
TXN-1793,2025-08-25,Raw materials,Bayshore Materials,Raw materials services,67762.12,PO-1793,CC-439
TXN-2015,2025-07-16,Professional services,Broadview Analytics,Professional services services,63566.85,PO-2015,CC-764
TXN-2188,2026-03-19,Professional services,Sterling Consulting,Professional services services,45074.38,PO-2188,CC-594
TXN-2174,2026-02-24,Professional services,Nexus Staffing,Professional services services,28296.02,PO-2174,CC-203
TXN-1088,2025-09-09,IT services,TechBridge Systems,IT services services,64991.87,PO-1088,CC-505
TXN-2393,2026-01-01,MRO,ToolWorks Inc,MRO services,33396.24,PO-2393,CC-261
TXN-1409,2026-01-22,Logistics,National Carriers Inc,Logistics services,38874.8,PO-1409,CC-794
TXN-1562,2025-08-05,Facilities,Meridian Maintenance Group,Facilities services,54845.9,PO-1562,CC-420
TXN-1051,2025-07-16,IT services,DataVault Inc,IT services services,50161.07,PO-1051,CC-662
TXN-1764,2025-07-10,Raw materials,Heartland Polymers,Raw materials services,37749.64,PO-1764,CC-374
TXN-1586,2025-10-17,Facilities,GreenSpace Facilities,Facilities services,42361.4,PO-1586,CC-243
TXN-1488,2026-04-05,Logistics,Horizon Distribution,Logistics services,45541.67,PO-1488,CC-661
TXN-1085,2025-09-20,IT services,RapidDeploy LLC,IT services services,87369.51,PO-1085,CC-183
TXN-1345,2025-10-04,Logistics,Horizon Distribution,Logistics services,95195.38,PO-1345,CC-199
TXN-1136,2025-12-14,IT services,RapidDeploy LLC,IT services services,64600.79,PO-1136,CC-434
TXN-1152,2025-12-21,IT services,Pinnacle IT Group,IT services services,59388.23,PO-1152,CC-804
TXN-1404,2025-12-02,Logistics,Coastal Transport Co,Logistics services,69759.69,PO-1404,CC-259
TXN-1806,2025-09-26,Raw materials,Bayshore Materials,Raw materials services,36007.79,PO-1806,CC-268
TXN-1297,2025-08-01,Logistics,Coastal Transport Co,Logistics services,89755.38,PO-1297,CC-839
TXN-2103,2025-11-17,Professional services,Keystone Legal,Professional services services,56665.41,PO-2103,CC-120
TXN-1228,2026-04-18,IT services,NetSecure Corp,IT services services,41041.67,PO-1228,CC-229
TXN-1093,2025-09-03,IT services,DataVault Inc,IT services services,114409.3,PO-1093,CC-350
TXN-1517,2025-06-20,Facilities,SafeGuard Security,Facilities services,52646.26,PO-1517,CC-834
TXN-1590,2025-10-10,Facilities,GreenSpace Facilities,Facilities services,78903.85,PO-1590,CC-586
TXN-1610,2025-11-13,Facilities,GreenSpace Facilities,Facilities services,91112.14,PO-1610,CC-938
TXN-1771,2025-07-14,Raw materials,Pacific Aluminum,Raw materials services,55558.63,PO-1771,CC-935
TXN-1457,2026-03-22,Logistics,Horizon Distribution,Logistics services,83566.3,PO-1457,CC-819
TXN-1403,2025-12-11,Logistics,Horizon Distribution,Logistics services,51649.65,PO-1403,CC-895
TXN-2357,2025-11-13,MRO,Industrial Supply Co,MRO services,32969.66,PO-2357,CC-235
TXN-1690,2026-03-11,Facilities,Meridian Maintenance Group,Facilities services,49284.44,PO-1690,CC-762
TXN-1052,2025-07-28,IT services,DataVault Inc,IT services services,61070.31,PO-1052,CC-721
TXN-1157,2026-01-22,IT services,DataVault Inc,IT services services,103885.01,PO-1157,CC-643
TXN-2141,2026-01-16,Professional services,Nexus Staffing,Professional services services,62220.63,PO-2141,CC-904
TXN-1715,2025-05-27,Raw materials,Great Lakes Steel,Raw materials services,53914.09,PO-1715,CC-745
TXN-1515,2025-06-27,Facilities,ProClean Services,Facilities services,60747.97,PO-1515,CC-284
TXN-2326,2025-10-17,MRO,Industrial Supply Co,MRO services,40512.66,PO-2326,CC-110
TXN-1154,2026-01-08,IT services,CloudStack Solutions,IT services services,102049.35,PO-1154,CC-280
TXN-1579,2025-09-03,Facilities,SafeGuard Security,Facilities services,68752.05,PO-1579,CC-495
TXN-1553,2025-08-20,Facilities,Meridian Maintenance Group,Facilities services,43814.49,PO-1553,CC-837
TXN-1327,2025-09-15,Logistics,Redline Logistics LLC,Logistics services,51477.55,PO-1327,CC-134
TXN-1043,2025-07-21,IT services,TechBridge Systems,IT services services,63735.51,PO-1043,CC-619
TXN-1537,2025-07-17,Facilities,Meridian Maintenance Group,Facilities services,84449.63,PO-1537,CC-329
TXN-1313,2025-08-22,Logistics,Horizon Distribution,Logistics services,61063.58,PO-1313,CC-109
TXN-1056,2025-07-15,IT services,Pinnacle IT Group,IT services services,111723.58,PO-1056,CC-223
TXN-1392,2025-12-18,Logistics,Redline Logistics LLC,Logistics services,54098.16,PO-1392,CC-476
TXN-1648,2026-01-18,Facilities,SafeGuard Security,Facilities services,59784.37,PO-1648,CC-582
TXN-2244,2025-06-02,MRO,FastParts Direct,MRO services,24984.95,PO-2244,CC-304
TXN-1650,2026-01-17,Facilities,ProClean Services,Facilities services,66942.8,PO-1650,CC-820
TXN-1012,2025-05-18,IT services,CloudStack Solutions,IT services services,98162.8,PO-1012,CC-227
TXN-1951,2026-04-17,Raw materials,Pacific Aluminum,Raw materials services,35687.9,PO-1951,CC-343
TXN-1617,2025-11-22,Facilities,Meridian Maintenance Group,Facilities services,48466.01,PO-1617,CC-643
TXN-1870,2025-12-15,Raw materials,Bayshore Materials,Raw materials services,75866.21,PO-1870,CC-116
TXN-1669,2026-02-10,Facilities,ProClean Services,Facilities services,82000.6,PO-1669,CC-574
TXN-2333,2025-10-26,MRO,FastParts Direct,MRO services,45983.41,PO-2333,CC-469
TXN-1233,2025-05-28,Logistics,Redline Logistics LLC,Logistics services,47884.99,PO-1233,CC-589
TXN-2254,2025-06-28,MRO,ToolWorks Inc,MRO services,31762.27,PO-2254,CC-899
TXN-2370,2025-12-04,MRO,Industrial Supply Co,MRO services,48698.54,PO-2370,CC-632
TXN-1124,2025-11-17,IT services,NetSecure Corp,IT services services,67942.37,PO-1124,CC-509
TXN-1889,2026-01-12,Raw materials,Bayshore Materials,Raw materials services,39243.25,PO-1889,CC-839
TXN-1953,2026-04-02,Raw materials,Bayshore Materials,Raw materials services,46080.58,PO-1953,CC-337
TXN-2246,2025-06-02,MRO,ToolWorks Inc,MRO services,29202.69,PO-2246,CC-807
TXN-2278,2025-07-21,MRO,Grainger West,MRO services,24568.74,PO-2278,CC-297
TXN-1837,2025-10-04,Raw materials,Apex Electronics,Raw materials services,62029.27,PO-1837,CC-686
TXN-1901,2026-01-08,Raw materials,Apex Electronics,Raw materials services,52347.78,PO-1901,CC-611
TXN-1357,2025-10-05,Logistics,Horizon Distribution,Logistics services,47318.02,PO-1357,CC-905
TXN-2375,2025-12-14,MRO,Grainger West,MRO services,56693.91,PO-2375,CC-665
TXN-2097,2025-10-28,Professional services,Broadview Analytics,Professional services services,33341.42,PO-2097,CC-585
TXN-2249,2025-06-18,MRO,FastParts Direct,MRO services,56126.54,PO-2249,CC-498
TXN-1058,2025-08-19,IT services,RapidDeploy LLC,IT services services,84128.82,PO-1058,CC-325
TXN-2324,2025-10-25,MRO,Grainger West,MRO services,32675.7,PO-2324,CC-703
TXN-1161,2026-01-25,IT services,Pinnacle IT Group,IT services services,75838.9,PO-1161,CC-353
TXN-2258,2025-06-22,MRO,Grainger West,MRO services,30603.01,PO-2258,CC-176
TXN-1077,2025-09-23,IT services,Pinnacle IT Group,IT services services,62682.18,PO-1077,CC-848
TXN-2160,2026-01-13,Professional services,Sterling Consulting,Professional services services,45111.18,PO-2160,CC-226
TXN-2416,2026-03-07,MRO,FastParts Direct,MRO services,62014.24,PO-2416,CC-334
TXN-2199,2026-03-27,Professional services,Broadview Analytics,Professional services services,31917.92,PO-2199,CC-671
TXN-1355,2025-10-07,Logistics,National Carriers Inc,Logistics services,37651.95,PO-1355,CC-757
TXN-1989,2025-05-26,Professional services,Whitfield Advisory,Professional services services,55640.3,PO-1989,CC-656
TXN-2076,2025-09-19,Professional services,Broadview Analytics,Professional services services,56822.89,PO-2076,CC-723
TXN-1159,2026-01-17,IT services,RapidDeploy LLC,IT services services,104969.82,PO-1159,CC-536
TXN-1446,2026-02-23,Logistics,SwiftLine Freight,Logistics services,34309.04,PO-1446,CC-548
TXN-1819,2025-10-28,Raw materials,Great Lakes Steel,Raw materials services,50104.64,PO-1819,CC-568
TXN-1189,2026-02-19,IT services,Pinnacle IT Group,IT services services,93351.54,PO-1189,CC-323
TXN-2056,2025-08-25,Professional services,Nexus Staffing,Professional services services,44973.95,PO-2056,CC-703
TXN-2381,2026-01-13,MRO,Industrial Supply Co,MRO services,32275.96,PO-2381,CC-904
TXN-1478,2026-04-17,Logistics,SwiftLine Freight,Logistics services,49177.63,PO-1478,CC-250
TXN-2327,2025-10-26,MRO,FastParts Direct,MRO services,60895.67,PO-2327,CC-728
TXN-2163,2026-02-04,Professional services,Keystone Legal,Professional services services,45312.72,PO-2163,CC-778
TXN-1543,2025-07-11,Facilities,ProClean Services,Facilities services,40819.94,PO-1543,CC-757
TXN-1284,2025-07-26,Logistics,National Carriers Inc,Logistics services,53446.61,PO-1284,CC-619
TXN-1320,2025-09-27,Logistics,Horizon Distribution,Logistics services,33214.34,PO-1320,CC-774
TXN-2204,2026-04-21,Professional services,Nexus Staffing,Professional services services,35561.75,PO-2204,CC-487
TXN-1943,2026-03-10,Raw materials,Great Lakes Steel,Raw materials services,51345.23,PO-1943,CC-677
TXN-1078,2025-09-16,IT services,RapidDeploy LLC,IT services services,92745.87,PO-1078,CC-258
TXN-1194,2026-03-13,IT services,TechBridge Systems,IT services services,112395.07,PO-1194,CC-506
TXN-1317,2025-09-10,Logistics,Horizon Distribution,Logistics services,60889.55,PO-1317,CC-303
TXN-2048,2025-08-10,Professional services,Broadview Analytics,Professional services services,66121.97,PO-2048,CC-903
TXN-2337,2025-10-13,MRO,FastParts Direct,MRO services,39603.48,PO-2337,CC-474
TXN-1045,2025-07-25,IT services,DataVault Inc,IT services services,82967.98,PO-1045,CC-643
TXN-1645,2026-01-21,Facilities,SafeGuard Security,Facilities services,77699.51,PO-1645,CC-402
TXN-1440,2026-02-17,Logistics,Redline Logistics LLC,Logistics services,70955.08,PO-1440,CC-493
TXN-1455,2026-03-23,Logistics,National Carriers Inc,Logistics services,40024.2,PO-1455,CC-186
TXN-1616,2025-11-24,Facilities,Meridian Maintenance Group,Facilities services,39768.96,PO-1616,CC-700
TXN-1014,2025-05-28,IT services,TechBridge Systems,IT services services,89285.35,PO-1014,CC-470
TXN-1619,2025-12-16,Facilities,GreenSpace Facilities,Facilities services,54199.72,PO-1619,CC-202
TXN-2379,2026-01-22,MRO,FastParts Direct,MRO services,61212.67,PO-2379,CC-221
TXN-1034,2025-06-06,IT services,CloudStack Solutions,IT services services,52112.77,PO-1034,CC-911
TXN-1583,2025-10-07,Facilities,SafeGuard Security,Facilities services,81921.34,PO-1583,CC-716
TXN-1071,2025-08-03,IT services,Pinnacle IT Group,IT services services,59852.97,PO-1071,CC-553
TXN-2351,2025-11-24,MRO,Industrial Supply Co,MRO services,62274.75,PO-2351,CC-777
TXN-2410,2026-02-09,MRO,Industrial Supply Co,MRO services,54247.5,PO-2410,CC-354
TXN-1917,2026-02-14,Raw materials,Heartland Polymers,Raw materials services,34639.85,PO-1917,CC-218
TXN-1927,2026-02-15,Raw materials,Bayshore Materials,Raw materials services,34099.59,PO-1927,CC-623
TXN-1738,2025-06-28,Raw materials,Great Lakes Steel,Raw materials services,40143.68,PO-1738,CC-422
TXN-1521,2025-06-13,Facilities,ProClean Services,Facilities services,76452.28,PO-1521,CC-472
TXN-1769,2025-07-10,Raw materials,Apex Electronics,Raw materials services,35866.55,PO-1769,CC-106
TXN-1439,2026-02-28,Logistics,Horizon Distribution,Logistics services,36701.06,PO-1439,CC-975
TXN-1493,2025-05-10,Facilities,Meridian Maintenance Group,Facilities services,79543.87,PO-1493,CC-539
TXN-2175,2026-02-15,Professional services,Keystone Legal,Professional services services,56308.64,PO-2175,CC-403
TXN-2339,2025-11-28,MRO,Grainger West,MRO services,38530.04,PO-2339,CC-453
TXN-2423,2026-03-25,MRO,ToolWorks Inc,MRO services,40562.1,PO-2423,CC-690
TXN-1762,2025-07-18,Raw materials,Great Lakes Steel,Raw materials services,72377.14,PO-1762,CC-348
TXN-2226,2025-05-01,MRO,FastParts Direct,MRO services,66130.28,PO-2226,CC-643
TXN-1646,2026-01-08,Facilities,SafeGuard Security,Facilities services,72760.27,PO-1646,CC-236
TXN-1722,2025-05-22,Raw materials,Cascade Fasteners,Raw materials services,77595.65,PO-1722,CC-540
TXN-2253,2025-06-02,MRO,ToolWorks Inc,MRO services,66219.66,PO-2253,CC-113
TXN-1324,2025-09-07,Logistics,Horizon Distribution,Logistics services,45754.83,PO-1324,CC-735
TXN-1692,2026-04-27,Facilities,ProClean Services,Facilities services,67603.99,PO-1692,CC-295
TXN-2034,2025-07-11,Professional services,Sterling Consulting,Professional services services,39114.55,PO-2034,CC-367
TXN-1823,2025-10-12,Raw materials,Pacific Aluminum,Raw materials services,36456.07,PO-1823,CC-810
TXN-1370,2025-11-21,Logistics,Coastal Transport Co,Logistics services,51012.84,PO-1370,CC-131
TXN-2419,2026-03-22,MRO,Industrial Supply Co,MRO services,53117.83,PO-2419,CC-604
TXN-1214,2026-04-14,IT services,CloudStack Solutions,IT services services,59178.42,PO-1214,CC-600
TXN-1875,2025-12-03,Raw materials,Bayshore Materials,Raw materials services,50843.91,PO-1875,CC-480
TXN-1940,2026-03-13,Raw materials,Cascade Fasteners,Raw materials services,87538.09,PO-1940,CC-170
TXN-2190,2026-03-20,Professional services,Broadview Analytics,Professional services services,62943.0,PO-2190,CC-129
TXN-1217,2026-04-08,IT services,CloudStack Solutions,IT services services,47340.22,PO-1217,CC-514
TXN-1851,2025-11-28,Raw materials,Pacific Aluminum,Raw materials services,63388.92,PO-1851,CC-626
TXN-1367,2025-11-16,Logistics,Redline Logistics LLC,Logistics services,79269.61,PO-1367,CC-559
TXN-2376,2025-12-18,MRO,Grainger West,MRO services,30661.46,PO-2376,CC-668
TXN-2078,2025-10-22,Professional services,Whitfield Advisory,Professional services services,55024.73,PO-2078,CC-810
TXN-2193,2026-03-28,Professional services,Keystone Legal,Professional services services,25211.38,PO-2193,CC-794
TXN-2150,2026-01-15,Professional services,Keystone Legal,Professional services services,71273.59,PO-2150,CC-845
TXN-1790,2025-08-04,Raw materials,Bayshore Materials,Raw materials services,83578.26,PO-1790,CC-887
TXN-2089,2025-10-23,Professional services,Whitfield Advisory,Professional services services,27831.95,PO-2089,CC-618
TXN-2336,2025-10-09,MRO,ToolWorks Inc,MRO services,60303.44,PO-2336,CC-692
TXN-1208,2026-03-15,IT services,CloudStack Solutions,IT services services,62177.61,PO-1208,CC-349
TXN-1199,2026-03-14,IT services,CloudStack Solutions,IT services services,67627.67,PO-1199,CC-777
TXN-2064,2025-09-26,Professional services,Whitfield Advisory,Professional services services,72439.86,PO-2064,CC-297
TXN-1443,2026-02-16,Logistics,SwiftLine Freight,Logistics services,52278.98,PO-1443,CC-613
TXN-1160,2026-01-06,IT services,RapidDeploy LLC,IT services services,75507.14,PO-1160,CC-861
TXN-1623,2025-12-25,Facilities,SafeGuard Security,Facilities services,74801.67,PO-1623,CC-191
TXN-1145,2025-12-10,IT services,DataVault Inc,IT services services,92504.75,PO-1145,CC-627
TXN-1084,2025-09-19,IT services,DataVault Inc,IT services services,72143.49,PO-1084,CC-352
TXN-2084,2025-10-15,Professional services,Keystone Legal,Professional services services,72540.96,PO-2084,CC-892
TXN-1545,2025-07-27,Facilities,SafeGuard Security,Facilities services,41016.29,PO-1545,CC-898
TXN-1120,2025-11-27,IT services,Pinnacle IT Group,IT services services,57667.95,PO-1120,CC-571
TXN-1756,2025-07-04,Raw materials,Pacific Aluminum,Raw materials services,74534.11,PO-1756,CC-235
TXN-1852,2025-11-05,Raw materials,Bayshore Materials,Raw materials services,77715.24,PO-1852,CC-868
TXN-1740,2025-06-03,Raw materials,Bayshore Materials,Raw materials services,78053.32,PO-1740,CC-406
TXN-1125,2025-11-18,IT services,TechBridge Systems,IT services services,118232.12,PO-1125,CC-439
