shipment_id,carrier_id,mode,from_location,to_location,total_gbp,ship_date
SH-00274,CAR007,road_temp_controlled,Manchester,Oslo,4205.01,2026-01-07
SH-00382,CAR007,road_temp_controlled,Manchester,Hamburg,2563.11,2026-01-07
SH-00479,CAR005,sea_lcl,Cardiff,Naples,1762.08,2026-01-07
SH-00721,CAR001,road_ftl,Manchester,Hamburg,3089.43,2026-01-07
SH-01398,CAR005,sea_lcl,Cardiff,Genoa,1355.97,2026-01-07
SH-00294,CAR023,sea_lcl,Felixstowe,Antwerp,682.31,2026-01-08
SH-00632,CAR007,road_temp_controlled,Manchester,Oslo,4512.68,2026-01-08
SH-01470,CAR014,sea_fcl,Felixstowe,Hong Kong,3392.78,2026-01-08
SH-00417,CAR001,road_ftl,Birmingham,Munich,3228.77,2026-01-09
SH-00697,CAR012,air,Heathrow,Singapore,9952.91,2026-01-09
SH-00871,CAR002,road_ltl,Birmingham,Lyon,1080.45,2026-01-09
SH-01256,CAR023,sea_lcl,Felixstowe,Antwerp,670.7,2026-01-09
SH-01340,CAR003,sea_fcl,Felixstowe,Shanghai,3462.12,2026-01-09
SH-00172,CAR018,parcel,Multiple UK,Multiple UK,12039.25,2026-01-10
SH-00845,CAR004,air,Heathrow,Frankfurt,5113.68,2026-01-10
SH-00375,CAR012,air,Heathrow,Singapore,9510.24,2026-01-11
SH-00782,CAR009,road_pallet_network,Birmingham,Newcastle,804.2,2026-01-11
SH-00848,CAR018,parcel,Multiple UK,Multiple UK,12788.21,2026-01-12
SH-00915,CAR018,parcel,Multiple UK,Multiple UK,11097.23,2026-01-12
SH-00933,CAR009,road_pallet_network,Birmingham,Manchester,431.03,2026-01-12
SH-01468,CAR009,road_pallet_network,Birmingham,Glasgow,1408.05,2026-01-12
SH-00252,CAR007,road_temp_controlled,Manchester,Oslo,3873.17,2026-01-13
SH-00420,CAR018,parcel,Multiple UK,Multiple UK,12720.59,2026-01-13
SH-00452,CAR007,road_temp_controlled,Manchester,Oslo,3861.56,2026-01-13
SH-00901,CAR001,road_ltl,Coventry,Lyon,1255.63,2026-01-13
SH-01463,CAR010,road_ftl,Coventry,Lyon,2083.65,2026-01-13
SH-01487,CAR023,sea_lcl,Felixstowe,Antwerp,583.92,2026-01-13
SH-00087,CAR009,road_pallet_network,Birmingham,Newcastle,668.83,2026-01-14
SH-00373,CAR012,air,Heathrow,Dubai,5548.94,2026-01-14
SH-00816,CAR007,road_temp_controlled,Manchester,Hamburg,2554.01,2026-01-14
SH-01384,CAR004,air,Heathrow,Dubai,5651.26,2026-01-14
SH-00599,CAR005,sea_lcl,Cardiff,Genoa,1411.59,2026-01-15
SH-01385,CAR007,road_temp_controlled,Manchester,Stockholm,4027.84,2026-01-15
SH-00348,CAR023,sea_lcl,Felixstowe,Antwerp,726.35,2026-01-16
SH-00383,CAR014,sea_fcl,Felixstowe,Shanghai,3352.89,2026-01-16
SH-00512,CAR002,road_ltl,Coventry,Lyon,922.12,2026-01-16
SH-00097,CAR004,air,Heathrow,Singapore,9872.14,2026-01-17
SH-00418,CAR003,sea_fcl,Felixstowe,Singapore,2964.06,2026-01-17
SH-00516,CAR005,sea_fcl,Liverpool,New York,2792.13,2026-01-17
SH-00681,CAR002,road_ftl,Coventry,Madrid,3656.62,2026-01-17
SH-00808,CAR005,sea_fcl,Felixstowe,Singapore,3278.49,2026-01-17
SH-00854,CAR018,parcel,Multiple UK,Multiple UK,10619.35,2026-01-17
SH-00891,CAR010,road_ftl,Coventry,Lyon,2552.57,2026-01-17
SH-01046,CAR018,parcel,Multiple UK,Multiple UK,14379.34,2026-01-17
SH-01359,CAR004,air,Heathrow,Frankfurt,4928.86,2026-01-17
SH-00682,CAR007,road_temp_controlled,Manchester,Hamburg,2898.45,2026-01-18
SH-01164,CAR023,sea_lcl,Felixstowe,Antwerp,614.41,2026-01-18
SH-01231,CAR012,air,Heathrow,JFK New York,7439.83,2026-01-18
SH-01349,CAR003,sea_fcl,Felixstowe,Shanghai,3198.18,2026-01-18
SH-00379,CAR009,road_pallet_network,Birmingham,Newcastle,803.35,2026-01-19
SH-00440,CAR007,road_temp_controlled,Manchester,Hamburg,2937.07,2026-01-19
SH-00466,CAR012,air,Heathrow,Frankfurt,5134.44,2026-01-19
SH-00694,CAR001,road_ltl,Birmingham,Lyon,1199.04,2026-01-19
SH-01023,CAR007,road_temp_controlled,Manchester,Hamburg,2892.8,2026-01-19
SH-01090,CAR002,road_ftl,Coventry,Madrid,3327.05,2026-01-19
SH-01305,CAR002,road_ltl,Coventry,Lyon,1038.32,2026-01-19
SH-00225,CAR003,sea_fcl,Felixstowe,Singapore,3170.86,2026-01-20
SH-01163,CAR002,road_ftl,Birmingham,Hamburg,2342.09,2026-01-20
SH-01176,CAR004,air,Heathrow,Dubai,5580.81,2026-01-21
SH-01488,CAR010,road_ftl,Birmingham,Antwerp,2371.43,2026-01-21
SH-00232,CAR010,road_ftl,Coventry,Lyon,2895.16,2026-01-22
SH-01041,CAR009,road_pallet_network,Birmingham,Glasgow,1248.44,2026-01-22
SH-01184,CAR004,air,Heathrow,Dubai,6078.49,2026-01-22
SH-01319,CAR005,sea_fcl,Felixstowe,Shanghai,3144.93,2026-01-22
SH-00463,CAR005,sea_fcl,Liverpool,New York,2407.87,2026-01-23
SH-00957,CAR010,road_ftl,Birmingham,Glasgow,1553.92,2026-01-23
SH-01051,CAR010,road_ftl,Coventry,Madrid,2867.81,2026-01-23
SH-01272,CAR005,sea_fcl,Felixstowe,Shanghai,3235.08,2026-01-23
SH-00107,CAR012,air,Heathrow,JFK New York,7780.72,2026-01-24
SH-00137,CAR003,sea_fcl,Felixstowe,Hong Kong,3107.07,2026-01-24
SH-00791,CAR009,road_pallet_network,Birmingham,Newcastle,894.28,2026-01-24
SH-00824,CAR007,road_temp_controlled,Manchester,Oslo,4273.3,2026-01-24
SH-00041,CAR014,sea_fcl,Felixstowe,Singapore,2895.8,2026-01-25
SH-00134,CAR002,road_ltl,Coventry,Lyon,875.0,2026-01-25
SH-00508,CAR007,road_temp_controlled,Manchester,Oslo,4301.63,2026-01-25
SH-00524,CAR003,sea_fcl,Felixstowe,Shanghai,3288.67,2026-01-25
SH-01104,CAR002,road_ltl,Birmingham,Glasgow,618.19,2026-01-25
SH-00079,CAR004,air,Heathrow,Frankfurt,4815.94,2026-01-26
SH-00392,CAR010,road_ftl,Birmingham,Antwerp,1961.65,2026-01-26
SH-00428,CAR018,parcel,Multiple UK,Multiple UK,10711.8,2026-01-26
SH-00817,CAR001,road_ftl,Birmingham,Lyon,2974.47,2026-01-26
SH-00831,CAR002,road_ltl,Birmingham,Munich,1437.99,2026-01-26
SH-01032,CAR004,air,Heathrow,Frankfurt,4665.5,2026-01-26
SH-01373,CAR018,parcel,Multiple UK,Multiple UK,11018.68,2026-01-26
SH-00112,CAR004,air,Heathrow,Dubai,5419.38,2026-01-27
SH-00664,CAR003,sea_fcl,Liverpool,New York,2748.6,2026-01-27
SH-01213,CAR001,road_ftl,Manchester,Hamburg,2588.77,2026-01-27
SH-01235,CAR023,sea_lcl,Cardiff,Naples,1580.95,2026-01-27
SH-01361,CAR007,road_temp_controlled,Manchester,Hamburg,2674.89,2026-01-27
SH-01383,CAR010,road_ftl,Birmingham,Glasgow,1403.04,2026-01-27
SH-00459,CAR003,sea_fcl,Felixstowe,Singapore,3258.45,2026-01-28
SH-00913,CAR023,sea_lcl,Cardiff,Naples,1403.31,2026-01-28
SH-01048,CAR007,road_temp_controlled,Manchester,Hamburg,2663.43,2026-01-28
SH-00310,CAR002,road_ftl,Birmingham,Hamburg,3153.4,2026-01-29
SH-00318,CAR004,air,Heathrow,Dubai,6389.12,2026-01-29
SH-00430,CAR014,sea_fcl,Liverpool,New York,2736.75,2026-01-29
SH-00539,CAR009,road_pallet_network,Birmingham,Newcastle,678.83,2026-01-29
SH-00878,CAR018,parcel,Multiple UK,Multiple UK,13589.75,2026-01-29
SH-00314,CAR002,road_ftl,Birmingham,Lyon,2139.9,2026-01-30
SH-00354,CAR010,road_ftl,Manchester,Hamburg,3089.0,2026-01-30
SH-01004,CAR007,road_temp_controlled,Manchester,Hamburg,2592.58,2026-01-30
SH-00095,CAR010,road_ftl,Coventry,Lyon,2747.51,2026-01-31
SH-00660,CAR005,sea_fcl,Felixstowe,Singapore,3165.99,2026-01-31
SH-00746,CAR005,sea_fcl,Felixstowe,Hong Kong,3180.19,2026-01-31
SH-00030,CAR023,sea_lcl,Cardiff,Genoa,1629.88,2026-02-01
SH-00043,CAR018,parcel,Multiple UK,Multiple UK,14848.13,2026-02-01
SH-00132,CAR005,sea_fcl,Liverpool,New York,2898.32,2026-02-01
SH-00629,CAR010,road_ftl,Manchester,Hamburg,2611.99,2026-02-01
SH-00807,CAR010,road_ftl,Manchester,Hamburg,2989.91,2026-02-01
SH-01002,CAR002,road_ftl,Coventry,Madrid,3702.48,2026-02-01
SH-01100,CAR004,air,Heathrow,Singapore,9220.4,2026-02-01
SH-01123,CAR009,road_pallet_network,Birmingham,Glasgow,1425.52,2026-02-01
SH-00064,CAR010,road_ftl,Birmingham,Lyon,2767.11,2026-02-02
SH-00170,CAR005,sea_fcl,Liverpool,New York,2521.87,2026-02-02
SH-00342,CAR005,sea_fcl,Liverpool,New York,2801.83,2026-02-02
SH-00349,CAR018,parcel,Multiple UK,Multiple UK,11177.81,2026-02-02
SH-00846,CAR010,road_ftl,Birmingham,Antwerp,2525.04,2026-02-02
SH-00220,CAR023,sea_lcl,Cardiff,Genoa,1714.91,2026-02-03
SH-00296,CAR018,parcel,Multiple UK,Multiple UK,15244.7,2026-02-03
SH-00455,CAR001,road_ftl,Birmingham,Lyon,2114.6,2026-02-03
SH-00787,CAR012,air,Heathrow,Singapore,9796.62,2026-02-03
SH-01226,CAR002,road_ftl,Birmingham,Lyon,2726.67,2026-02-03
SH-01486,CAR023,sea_lcl,Cardiff,Naples,1689.33,2026-02-03
SH-00047,CAR004,air,Heathrow,Singapore,9392.21,2026-02-04
SH-00439,CAR009,road_pallet_network,Birmingham,Newcastle,870.78,2026-02-04
SH-00884,CAR005,sea_fcl,Felixstowe,Singapore,2985.11,2026-02-04
SH-01153,CAR009,road_pallet_network,Birmingham,Manchester,378.94,2026-02-04
SH-00488,CAR002,road_ltl,Birmingham,Lyon,1038.25,2026-02-05
SH-00764,CAR007,road_temp_controlled,Manchester,Stockholm,4239.03,2026-02-05
SH-01258,CAR014,sea_fcl,Liverpool,New York,2520.26,2026-02-05
SH-01498,CAR023,sea_lcl,Felixstowe,Antwerp,541.03,2026-02-05
SH-00094,CAR007,road_temp_controlled,Manchester,Hamburg,2824.91,2026-02-06
SH-00897,CAR009,road_pallet_network,Birmingham,Glasgow,1429.76,2026-02-06
SH-00900,CAR001,road_ftl,Coventry,Lyon,2455.61,2026-02-06
SH-01098,CAR023,sea_lcl,Cardiff,Genoa,1466.9,2026-02-06
SH-01392,CAR003,sea_fcl,Felixstowe,Hong Kong,3332.08,2026-02-06
SH-01436,CAR005,sea_fcl,Felixstowe,Hong Kong,3166.12,2026-02-06
SH-00243,CAR002,road_ftl,Birmingham,Antwerp,2445.78,2026-02-07
SH-00443,CAR018,parcel,Multiple UK,Multiple UK,15488.45,2026-02-07
SH-00811,CAR005,sea_lcl,Cardiff,Naples,1665.25,2026-02-07
SH-00055,CAR007,road_temp_controlled,Manchester,Stockholm,3858.29,2026-02-08
SH-00142,CAR007,road_temp_controlled,Manchester,Stockholm,3549.2,2026-02-08
SH-00948,CAR009,road_pallet_network,Birmingham,Newcastle,894.63,2026-02-08
SH-00120,CAR003,sea_fcl,Felixstowe,Shanghai,3398.11,2026-02-09
SH-00268,CAR007,road_temp_controlled,Manchester,Hamburg,3139.32,2026-02-09
SH-00536,CAR012,air,Heathrow,Dubai,5567.25,2026-02-09
SH-00850,CAR012,air,Heathrow,Dubai,5559.22,2026-02-09
SH-00401,CAR023,sea_lcl,Cardiff,Genoa,1304.63,2026-02-10
SH-00683,CAR014,sea_fcl,Liverpool,New York,2474.82,2026-02-10
SH-00834,CAR018,parcel,Multiple UK,Multiple UK,11088.15,2026-02-10
SH-00928,CAR014,sea_fcl,Felixstowe,Hong Kong,3381.07,2026-02-10
SH-01381,CAR012,air,Heathrow,Singapore,9182.71,2026-02-10
SH-00578,CAR023,sea_lcl,Cardiff,Genoa,1493.42,2026-02-11
SH-00723,CAR002,road_ltl,Coventry,Lyon,1008.23,2026-02-11
SH-00855,CAR010,road_ftl,Birmingham,Glasgow,1505.04,2026-02-11
SH-01011,CAR003,sea_fcl,Felixstowe,Shanghai,3285.24,2026-02-11
SH-01365,CAR002,road_ftl,Manchester,Hamburg,2964.01,2026-02-11
SH-01454,CAR004,air,Heathrow,Dubai,5724.92,2026-02-11
SH-01469,CAR007,road_temp_controlled,Manchester,Oslo,4260.86,2026-02-11
SH-00293,CAR018,parcel,Multiple UK,Multiple UK,14069.84,2026-02-12
SH-00598,CAR018,parcel,Multiple UK,Multiple UK,14955.98,2026-02-12
SH-00714,CAR005,sea_lcl,Cardiff,Naples,1754.03,2026-02-12
SH-01421,CAR005,sea_fcl,Liverpool,New York,2872.38,2026-02-12
SH-00139,CAR023,sea_lcl,Cardiff,Genoa,1736.36,2026-02-13
SH-00547,CAR009,road_pallet_network,Birmingham,Newcastle,739.5,2026-02-13
SH-00748,CAR003,sea_fcl,Felixstowe,Shanghai,3453.44,2026-02-13
SH-00156,CAR004,air,Heathrow,JFK New York,7761.91,2026-02-14
SH-00259,CAR007,road_temp_controlled,Manchester,Stockholm,4262.11,2026-02-14
SH-00530,CAR002,road_ftl,Coventry,Lyon,2536.78,2026-02-14
SH-00899,CAR003,sea_fcl,Liverpool,New York,2864.86,2026-02-14
SH-01018,CAR002,road_ftl,Manchester,Hamburg,2952.84,2026-02-14
SH-01316,CAR010,road_ftl,Birmingham,Hamburg,2573.2,2026-02-14
SH-00591,CAR004,air,Heathrow,Singapore,9797.25,2026-02-15
SH-00657,CAR009,road_pallet_network,Birmingham,Manchester,560.84,2026-02-15
SH-01013,CAR003,sea_fcl,Felixstowe,Hong Kong,3118.69,2026-02-15
SH-01161,CAR012,air,Heathrow,Dubai,6326.56,2026-02-15
SH-00378,CAR010,road_ftl,Birmingham,Glasgow,1776.95,2026-02-16
SH-01166,CAR023,sea_lcl,Cardiff,Naples,1716.84,2026-02-16
SH-01322,CAR014,sea_fcl,Felixstowe,Hong Kong,3147.92,2026-02-16
SH-00131,CAR004,air,Heathrow,JFK New York,7106.21,2026-02-17
SH-01144,CAR010,road_ftl,Birmingham,Antwerp,2453.63,2026-02-17
SH-01269,CAR003,sea_fcl,Liverpool,New York,2768.69,2026-02-17
SH-00790,CAR010,road_ftl,Coventry,Madrid,3362.28,2026-02-18
SH-01148,CAR004,air,Heathrow,Singapore,10186.4,2026-02-18
SH-01369,CAR010,road_ftl,Coventry,Madrid,3148.88,2026-02-18
SH-00102,CAR005,sea_lcl,Felixstowe,Antwerp,581.26,2026-02-19
SH-00158,CAR007,road_temp_controlled,Manchester,Oslo,3781.49,2026-02-19
SH-00483,CAR009,road_pallet_network,Birmingham,Manchester,392.01,2026-02-19
SH-00173,CAR004,air,Heathrow,Singapore,9816.47,2026-02-20
SH-00393,CAR004,air,Heathrow,JFK New York,6909.23,2026-02-20
SH-00447,CAR010,road_ftl,Birmingham,Hamburg,2388.16,2026-02-20
SH-00643,CAR023,sea_lcl,Cardiff,Genoa,1310.96,2026-02-20
SH-01472,CAR001,road_ltl,Birmingham,Glasgow,569.29,2026-02-20
SH-01492,CAR007,road_temp_controlled,Manchester,Stockholm,3907.64,2026-02-20
SH-00544,CAR014,sea_fcl,Felixstowe,Singapore,3205.35,2026-02-21
SH-00780,CAR001,road_ftl,Manchester,Hamburg,2657.39,2026-02-21
SH-01402,CAR003,sea_fcl,Liverpool,New York,2604.19,2026-02-21
SH-00758,CAR002,road_ltl,Birmingham,Lyon,887.71,2026-02-22
SH-00862,CAR012,air,Heathrow,Dubai,5879.02,2026-02-22
SH-00124,CAR003,sea_fcl,Liverpool,New York,2632.44,2026-02-23
SH-00564,CAR002,road_ltl,Manchester,Hamburg,963.65,2026-02-23
SH-01127,CAR007,road_temp_controlled,Manchester,Hamburg,2876.9,2026-02-23
SH-01242,CAR009,road_pallet_network,Birmingham,Glasgow,1532.84,2026-02-23
SH-00495,CAR005,sea_lcl,Cardiff,Naples,1712.52,2026-02-24
SH-01177,CAR018,parcel,Multiple UK,Multiple UK,15804.07,2026-02-24
SH-00546,CAR014,sea_fcl,Felixstowe,Hong Kong,3366.14,2026-02-25
SH-00633,CAR004,air,Heathrow,JFK New York,6826.06,2026-02-25
SH-01328,CAR012,air,Heathrow,Dubai,6289.73,2026-02-25
SH-00254,CAR010,road_ftl,Birmingham,Munich,2620.52,2026-02-26
SH-00506,CAR002,road_ftl,Coventry,Lyon,2066.57,2026-02-26
SH-00893,CAR001,road_ltl,Birmingham,Lyon,855.46,2026-02-26
SH-01304,CAR012,air,Heathrow,JFK New York,7635.51,2026-02-26
SH-00240,CAR018,parcel,Multiple UK,Multiple UK,15810.39,2026-02-27
SH-00711,CAR004,air,Heathrow,JFK New York,7699.69,2026-02-27
SH-00889,CAR001,road_ftl,Birmingham,Lyon,2524.5,2026-02-27
SH-00650,CAR023,sea_lcl,Cardiff,Naples,1416.19,2026-02-28
SH-00786,CAR023,sea_lcl,Cardiff,Genoa,1369.09,2026-02-28
SH-01015,CAR005,sea_lcl,Cardiff,Genoa,1673.84,2026-02-28
SH-01299,CAR023,sea_lcl,Cardiff,Genoa,1545.23,2026-02-28
SH-01414,CAR014,sea_fcl,Felixstowe,Shanghai,3175.93,2026-02-28
SH-00060,CAR004,air,Heathrow,JFK New York,7072.35,2026-03-01
SH-00155,CAR007,road_temp_controlled,Manchester,Oslo,4334.53,2026-03-01
SH-00351,CAR010,road_ftl,Birmingham,Lyon,2692.86,2026-03-01
SH-00691,CAR014,sea_fcl,Felixstowe,Hong Kong,3464.4,2026-03-01
SH-00858,CAR014,sea_fcl,Liverpool,New York,2796.33,2026-03-01
SH-00937,CAR003,sea_fcl,Felixstowe,Hong Kong,3455.22,2026-03-01
SH-01057,CAR001,road_ftl,Manchester,Hamburg,2334.09,2026-03-01
SH-01092,CAR009,road_pallet_network,Birmingham,Manchester,542.74,2026-03-01
SH-01174,CAR004,air,Heathrow,Frankfurt,4993.14,2026-03-01
SH-00085,CAR004,air,Heathrow,Dubai,6185.76,2026-03-02
SH-00357,CAR007,road_temp_controlled,Manchester,Oslo,3804.02,2026-03-02
SH-00414,CAR003,sea_fcl,Liverpool,New York,2476.59,2026-03-02
SH-00843,CAR014,sea_fcl,Felixstowe,Shanghai,3087.89,2026-03-02
SH-00867,CAR001,road_ltl,Coventry,Madrid,1229.96,2026-03-02
SH-01055,CAR002,road_ltl,Birmingham,Munich,1450.17,2026-03-02
SH-01434,CAR001,road_ftl,Manchester,Hamburg,3108.23,2026-03-02
SH-00708,CAR023,sea_lcl,Cardiff,Naples,1723.67,2026-03-03
SH-00784,CAR002,road_ftl,Coventry,Lyon,2376.8,2026-03-03
SH-00189,CAR009,road_pallet_network,Birmingham,Glasgow,1205.04,2026-03-04
SH-00277,CAR003,sea_fcl,Liverpool,New York,2662.03,2026-03-04
SH-00526,CAR012,air,Heathrow,Singapore,9635.76,2026-03-04
SH-01086,CAR002,road_ltl,Birmingham,Lyon,1149.16,2026-03-04
SH-01095,CAR009,road_pallet_network,Birmingham,Manchester,566.23,2026-03-04
SH-00586,CAR001,road_ftl,Coventry,Lyon,2104.39,2026-03-05
SH-00921,CAR003,sea_fcl,Felixstowe,Singapore,2934.7,2026-03-05
SH-00227,CAR009,road_pallet_network,Birmingham,Manchester,481.07,2026-03-06
SH-00522,CAR010,road_ftl,Coventry,Lyon,2356.02,2026-03-06
SH-00661,CAR023,sea_lcl,Felixstowe,Antwerp,634.45,2026-03-06
SH-00849,CAR002,road_ftl,Birmingham,Munich,3062.68,2026-03-06
SH-00872,CAR012,air,Heathrow,Frankfurt,4541.94,2026-03-06
SH-00374,CAR002,road_ftl,Birmingham,Lyon,2453.66,2026-03-07
SH-00833,CAR003,sea_fcl,Felixstowe,Singapore,2892.0,2026-03-07
SH-00838,CAR018,parcel,Multiple UK,Multiple UK,12703.88,2026-03-07
SH-01027,CAR001,road_ltl,Birmingham,Lyon,1294.32,2026-03-07
SH-01097,CAR007,road_temp_controlled,Manchester,Hamburg,3078.46,2026-03-07
SH-01173,CAR002,road_ltl,Coventry,Lyon,935.94,2026-03-07
SH-01477,CAR023,sea_lcl,Felixstowe,Antwerp,640.81,2026-03-07
SH-00250,CAR014,sea_fcl,Felixstowe,Shanghai,3077.79,2026-03-08
SH-00261,CAR002,road_ltl,Coventry,Lyon,899.06,2026-03-08
SH-00288,CAR009,road_pallet_network,Birmingham,Newcastle,754.5,2026-03-08
SH-01295,CAR002,road_ltl,Coventry,Lyon,831.41,2026-03-08
SH-00052,CAR005,sea_lcl,Cardiff,Naples,1697.26,2026-03-09
SH-00199,CAR010,road_ftl,Birmingham,Antwerp,2309.29,2026-03-09
SH-00628,CAR004,air,Heathrow,JFK New York,6834.65,2026-03-09
SH-01191,CAR012,air,Heathrow,JFK New York,6834.04,2026-03-09
SH-01435,CAR023,sea_lcl,Cardiff,Genoa,1426.83,2026-03-09
SH-00306,CAR004,air,Heathrow,JFK New York,7219.83,2026-03-10
SH-01122,CAR002,road_ftl,Birmingham,Hamburg,2215.26,2026-03-10
SH-00025,CAR023,sea_lcl,Cardiff,Naples,1856.31,2026-03-12
SH-00150,CAR018,parcel,Multiple UK,Multiple UK,15543.47,2026-03-12
SH-00806,CAR002,road_ftl,Birmingham,Munich,3173.66,2026-03-12
SH-01108,CAR004,air,Heathrow,Singapore,10177.07,2026-03-12
SH-00008,CAR009,road_pallet_network,Birmingham,Glasgow,1431.22,2026-03-13
SH-00119,CAR005,sea_lcl,Cardiff,Genoa,1596.05,2026-03-13
SH-00267,CAR003,sea_fcl,Felixstowe,Shanghai,3088.57,2026-03-13
SH-00313,CAR014,sea_fcl,Felixstowe,Singapore,3166.47,2026-03-13
SH-00551,CAR005,sea_lcl,Cardiff,Naples,1716.2,2026-03-13
SH-00679,CAR001,road_ftl,Coventry,Lyon,2181.73,2026-03-13
SH-00090,CAR003,sea_fcl,Felixstowe,Shanghai,3227.71,2026-03-14
SH-00461,CAR023,sea_lcl,Cardiff,Genoa,1506.2,2026-03-14
SH-01066,CAR023,sea_lcl,Cardiff,Naples,1593.7,2026-03-14
SH-01091,CAR003,sea_fcl,Felixstowe,Shanghai,3054.65,2026-03-14
SH-00231,CAR010,road_ftl,Birmingham,Lyon,2347.51,2026-03-16
SH-00247,CAR009,road_pallet_network,Birmingham,Glasgow,1185.12,2026-03-16
SH-00485,CAR001,road_ftl,Coventry,Lyon,2640.51,2026-03-16
SH-00775,CAR002,road_ltl,Coventry,Madrid,1304.81,2026-03-16
SH-01003,CAR023,sea_lcl,Felixstowe,Antwerp,587.21,2026-03-16
SH-00888,CAR014,sea_fcl,Felixstowe,Singapore,2994.55,2026-03-17
SH-00715,CAR014,sea_fcl,Felixstowe,Singapore,3143.16,2026-03-18
SH-00866,CAR009,road_pallet_network,Birmingham,Newcastle,969.54,2026-03-18
SH-00984,CAR004,air,Heathrow,Singapore,9435.71,2026-03-18
SH-00999,CAR009,road_pallet_network,Birmingham,Newcastle,675.87,2026-03-18
SH-01185,CAR012,air,Heathrow,Frankfurt,5134.17,2026-03-18
SH-01251,CAR014,sea_fcl,Felixstowe,Hong Kong,3401.82,2026-03-18
SH-00406,CAR009,road_pallet_network,Birmingham,Glasgow,1466.57,2026-03-19
SH-01311,CAR003,sea_fcl,Felixstowe,Singapore,2931.34,2026-03-19
SH-00218,CAR023,sea_lcl,Cardiff,Genoa,1631.38,2026-03-20
SH-00352,CAR005,sea_lcl,Cardiff,Genoa,1340.61,2026-03-20
SH-00402,CAR010,road_ftl,Birmingham,Glasgow,1418.04,2026-03-20
SH-00425,CAR001,road_ltl,Birmingham,Lyon,1193.73,2026-03-20
SH-00988,CAR014,sea_fcl,Felixstowe,Hong Kong,3261.3,2026-03-20
SH-01353,CAR012,air,Heathrow,Singapore,9858.82,2026-03-21
SH-01411,CAR004,air,Heathrow,Dubai,6031.35,2026-03-21
SH-00200,CAR004,air,Heathrow,Frankfurt,5122.72,2026-03-22
SH-00216,CAR018,parcel,Multiple UK,Multiple UK,13266.8,2026-03-22
SH-00330,CAR014,sea_fcl,Felixstowe,Singapore,2833.62,2026-03-22
SH-00397,CAR007,road_temp_controlled,Manchester,Oslo,3921.17,2026-03-22
SH-00510,CAR010,road_ftl,Birmingham,Munich,2963.22,2026-03-22
SH-00955,CAR005,sea_fcl,Liverpool,New York,2524.95,2026-03-22
SH-01069,CAR010,road_ftl,Birmingham,Lyon,2517.22,2026-03-22
SH-01103,CAR023,sea_lcl,Felixstowe,Antwerp,687.29,2026-03-22
SH-01143,CAR001,road_ftl,Coventry,Lyon,2294.67,2026-03-22
SH-01199,CAR023,sea_lcl,Cardiff,Naples,1596.32,2026-03-22
SH-01390,CAR010,road_ftl,Birmingham,Glasgow,1676.6,2026-03-22
SH-01490,CAR007,road_temp_controlled,Manchester,Stockholm,3894.79,2026-03-22
SH-00168,CAR003,sea_fcl,Liverpool,New York,2873.53,2026-03-23
SH-00829,CAR014,sea_fcl,Felixstowe,Singapore,2949.03,2026-03-23
SH-01489,CAR001,road_ltl,Birmingham,Munich,1118.11,2026-03-23
SH-00032,CAR003,sea_fcl,Liverpool,New York,2897.57,2026-03-24
SH-00301,CAR003,sea_fcl,Felixstowe,Shanghai,3419.59,2026-03-24
SH-00932,CAR005,sea_lcl,Cardiff,Naples,1687.95,2026-03-24
SH-01038,CAR005,sea_lcl,Cardiff,Genoa,1446.25,2026-03-24
SH-01418,CAR002,road_ltl,Birmingham,Munich,1508.14,2026-03-24
SH-01480,CAR018,parcel,Multiple UK,Multiple UK,13891.74,2026-03-24
SH-00113,CAR001,road_ltl,Birmingham,Lyon,1139.07,2026-03-25
SH-00710,CAR010,road_ftl,Birmingham,Glasgow,1559.28,2026-03-25
SH-00058,CAR004,air,Heathrow,Singapore,9656.35,2026-03-26
SH-00541,CAR009,road_pallet_network,Birmingham,Glasgow,1541.59,2026-03-26
SH-00739,CAR014,sea_fcl,Felixstowe,Shanghai,3330.98,2026-03-26
SH-01458,CAR002,road_ftl,Birmingham,Glasgow,1553.02,2026-03-26
SH-00685,CAR014,sea_fcl,Liverpool,New York,2532.07,2026-03-27
SH-00712,CAR005,sea_fcl,Felixstowe,Singapore,3160.64,2026-03-27
SH-00761,CAR018,parcel,Multiple UK,Multiple UK,10380.02,2026-03-27
SH-00880,CAR009,road_pallet_network,Birmingham,Newcastle,642.45,2026-03-27
SH-01026,CAR005,sea_lcl,Felixstowe,Antwerp,569.58,2026-03-27
SH-00280,CAR009,road_pallet_network,Birmingham,Manchester,410.56,2026-03-28
SH-00509,CAR010,road_ftl,Birmingham,Hamburg,2968.95,2026-03-28
SH-00606,CAR010,road_ftl,Coventry,Madrid,2801.46,2026-03-28
SH-00635,CAR009,road_pallet_network,Birmingham,Glasgow,1160.08,2026-03-28
SH-00716,CAR014,sea_fcl,Felixstowe,Hong Kong,3522.71,2026-03-28
SH-01001,CAR003,sea_fcl,Liverpool,New York,2652.35,2026-03-28
SH-01193,CAR023,sea_lcl,Cardiff,Naples,1464.95,2026-03-28
SH-01476,CAR003,sea_fcl,Liverpool,New York,2745.9,2026-03-28
SH-00196,CAR009,road_pallet_network,Birmingham,Glasgow,1686.77,2026-03-29
SH-00505,CAR012,air,Heathrow,Singapore,9138.83,2026-03-29
